LSOA21CD,LSOA21NM,IMD_Decile,older_adults_pct,older_basket_time,older_basket_mismatch,older_basket_policy_class,children_pct,children_basket_time,children_basket_mismatch,children_basket_policy_class
E01000321,Barnet 012E,6,14.1619969434539,9.33333333333333,High need / high access,Other,15.8430973000509,10.6666666666667,Low need / low access,Other
E01000322,Barnet 011E,6,16.9719827586207,10.3333333333333,High need / low access,High need / low access,21.551724137931,11,High need / low access,High need / low access
E01000323,Barnet 019F,5,12.3837700760778,10,High need / high access,Other,15.6804733727811,9.66666666666667,Low need / low access,Other
E01000324,Barnet 015F,7,14.4026186579378,13.6666666666667,High need / low access,High need / low access,20.949263502455,12,High need / low access,High need / low access
E01000325,Bexley 014A,10,19.2471159684274,13.3333333333333,High need / low access,High need / low access,18.2756527018822,12.3333333333333,Low need / low access,Other
E01000326,Bexley 014B,7,12.7351664254703,14.6666666666667,High need / low access,High need / low access,23.2272069464544,16,High need / low access,High need / low access
E01000327,Bexley 017A,9,23.3885819521179,9.33333333333333,High need / high access,Other,19.2756292203806,10.3333333333333,High need / low access,High need / low access
E01000328,Bexley 017B,7,22.6023213194869,12,High need / low access,High need / low access,19.7923029932804,9,High need / high access,Other
E01000329,Bexley 017C,6,15.1032448377581,14.3333333333333,High need / low access,High need / low access,21.9469026548673,9.66666666666667,High need / low access,High need / low access
E01000330,Bexley 017D,5,22.3429951690821,11.6666666666667,High need / low access,High need / low access,17.2705314009662,10.6666666666667,Low need / low access,Other
E01000331,Bexley 017E,3,14.2517814726841,12.6666666666667,High need / low access,High need / low access,23.396674584323,11.6666666666667,High need / low access,High need / low access
E01000332,Bexley 005A,6,22.5078369905956,16,High need / low access,High need / low access,17.3040752351097,13.6666666666667,Low need / low access,Other
E01000333,Bexley 003A,4,15.6739811912226,16,High need / low access,High need / low access,21.5256008359457,13.6666666666667,High need / low access,High need / low access
E01000334,Bexley 006A,7,18.2795698924731,16,High need / low access,High need / low access,21.0872162485066,14.6666666666667,High need / low access,High need / low access
E01000335,Bexley 003B,3,7.48349229640499,16,Low need / low access,Other,22.2670579603815,16,High need / low access,High need / low access
E01000336,Bexley 003C,3,9.80980980980981,16,Low need / low access,Other,25.6756756756757,13.3333333333333,High need / low access,High need / low access
E01000337,Bexley 003D,5,10.9321058688147,15.6666666666667,Low need / low access,Other,23.4752589182969,13.6666666666667,High need / low access,High need / low access
E01000338,Bexley 003E,5,10.7874865156419,16,Low need / low access,Other,20.7659115426106,15,High need / low access,High need / low access
E01000339,Bexley 025A,6,18.2098765432099,13.3333333333333,High need / low access,High need / low access,20.4320987654321,13.3333333333333,High need / low access,High need / low access
E01000340,Bexley 018A,7,19.5707070707071,11,High need / low access,High need / low access,19.8232323232323,10.6666666666667,High need / low access,High need / low access
E01000341,Bexley 022A,8,24.025974025974,11.3333333333333,High need / low access,High need / low access,16.6233766233766,8.33333333333333,Low need / high access,Low need / high access
E01000342,Bexley 022B,8,16.0761154855643,11.6666666666667,High need / low access,High need / low access,18.5695538057743,9.33333333333333,Low need / high access,Low need / high access
E01000343,Bexley 022C,9,18.4890656063618,11,High need / low access,High need / low access,20.2120609675282,10,High need / low access,High need / low access
E01000344,Bexley 025B,9,18.942731277533,12.3333333333333,High need / low access,High need / low access,18.628067967275,12.3333333333333,Low need / low access,Other
E01000345,Bexley 022D,9,18.8524590163934,9.66666666666667,High need / high access,Other,18.628912071535,11,Low need / low access,Other
E01000346,Bexley 021A,8,18.5301507537688,16,High need / low access,High need / low access,19.4095477386935,14.3333333333333,High need / low access,High need / low access
E01000347,Bexley 021B,8,20.5785667324129,13,High need / low access,High need / low access,19.3951347797502,12.6666666666667,High need / low access,High need / low access
E01000348,Bexley 020A,10,18.6261558784676,14.3333333333333,High need / low access,High need / low access,19.1545574636724,13.3333333333333,Low need / low access,Other
E01000349,Bexley 020B,9,21.784472769409,13.3333333333333,High need / low access,High need / low access,19.9884125144844,12.3333333333333,High need / low access,High need / low access
E01000350,Bexley 021C,9,16.8123739071957,7.66666666666667,High need / high access,Other,18.4936112979153,9.33333333333333,Low need / high access,Low need / high access
E01000351,Bexley 024A,9,21.1407315561066,14.6666666666667,High need / low access,High need / low access,18.1649101053937,14,Low need / low access,Other
E01000352,Bexley 021D,6,17.4397031539889,15,High need / low access,High need / low access,20.2844774273346,12.3333333333333,High need / low access,High need / low access
E01000353,Bexley 011A,10,29.7429620563036,12,High need / low access,High need / low access,15.0550795593635,11.6666666666667,Low need / low access,Other
E01000354,Bexley 011B,5,18.3769282360832,12.6666666666667,High need / low access,High need / low access,17.3038229376258,13.6666666666667,Low need / low access,Other
E01000355,Bexley 011C,9,28.5316631871955,4.33333333333333,High need / high access,Other,14.4745998608212,2.66666666666667,Low need / high access,Low need / high access
E01000356,Bexley 009A,9,26.2922782386726,14.6666666666667,High need / low access,High need / low access,18.8257817485641,11.3333333333333,Low need / low access,Other
E01000357,Bexley 009B,10,16.5117941386705,13.6666666666667,High need / low access,High need / low access,19.6568977841315,11,High need / low access,High need / low access
E01000358,Bexley 011D,9,20.9162145871007,11,High need / low access,High need / low access,18.203737191079,9.66666666666667,Low need / low access,Other
E01000359,Bexley 009C,9,23.5946159936659,16,High need / low access,High need / low access,16.7062549485352,14.6666666666667,Low need / low access,Other
E01000360,Bexley 015A,5,18.2103610675039,10.3333333333333,High need / low access,High need / low access,18.3150183150183,11.3333333333333,Low need / low access,Other
E01000361,Bexley 020C,8,14.8962916404777,15.3333333333333,High need / low access,High need / low access,20.1131363922062,16,High need / low access,High need / low access
E01000362,Bexley 015B,7,19.4847020933977,8,High need / high access,Other,19.645732689211,9.33333333333333,High need / high access,Other
E01000363,Bexley 020D,8,20.5769230769231,15.3333333333333,High need / low access,High need / low access,19.2948717948718,12.6666666666667,High need / low access,High need / low access
E01000364,Bexley 023A,7,17.060212514758,11.6666666666667,High need / low access,High need / low access,20.0708382526564,11.6666666666667,High need / low access,High need / low access
E01000365,Bexley 015C,6,23.1347599768652,13.3333333333333,High need / low access,High need / low access,19.5488721804511,11.6666666666667,High need / low access,High need / low access
E01000366,Bexley 015D,8,14.0073081607795,10.6666666666667,High need / low access,High need / low access,19.9756394640682,11.3333333333333,High need / low access,High need / low access
E01000367,Bexley 010A,3,11.5724381625442,16,High need / low access,High need / low access,25.9275618374558,14,High need / low access,High need / low access
E01000368,Bexley 010B,2,10.1907032181168,16,Low need / low access,Other,25.5065554231228,13.6666666666667,High need / low access,High need / low access
E01000369,Bexley 014C,6,20.8549971114962,15,High need / low access,High need / low access,18.94858463316,13.6666666666667,Low need / low access,Other
E01000370,Bexley 014D,7,23.8614496472098,10,High need / high access,Other,16.6132135984606,10,Low need / low access,Other
E01000371,Bexley 014E,9,17.5600739371534,16,High need / low access,High need / low access,20.5175600739372,13.6666666666667,High need / low access,High need / low access
E01000372,Bexley 010C,3,14.3195266272189,15,High need / low access,High need / low access,22.8402366863905,14.6666666666667,High need / low access,High need / low access
E01000373,Bexley 008A,3,4.82654600301659,11.3333333333333,Low need / low access,Other,31.5987933634992,9.66666666666667,High need / low access,High need / low access
E01000374,Bexley 019A,2,10.6329113924051,14.6666666666667,Low need / low access,Other,25.5696202531646,11.6666666666667,High need / low access,High need / low access
E01000375,Bexley 019B,5,9.78823529411765,11.3333333333333,Low need / low access,Other,22.9176470588235,13.6666666666667,High need / low access,High need / low access
E01000376,Bexley 019C,6,14.1263940520446,15.6666666666667,High need / low access,High need / low access,20.4460966542751,14,High need / low access,High need / low access
E01000377,Bexley 019D,7,19.0088255261371,15,High need / low access,High need / low access,17.4473862864902,12.6666666666667,Low need / low access,Other
E01000379,Bexley 019F,5,14.8451198129749,10,High need / high access,Other,19.6376388077148,13,High need / low access,High need / low access
E01000380,Bexley 010D,4,19.9194012665515,12.3333333333333,High need / low access,High need / low access,14.6229130685089,15.6666666666667,Low need / low access,Other
E01000381,Bexley 028A,3,16.8108776266996,16,High need / low access,High need / low access,21.0135970333745,16,High need / low access,High need / low access
E01000382,Bexley 027A,9,20.9554140127389,16,High need / low access,High need / low access,18.4713375796178,12,Low need / low access,Other
E01000383,Bexley 028B,5,23.4777150031387,16,High need / low access,High need / low access,18.3929692404269,16,Low need / low access,Other
E01000384,Bexley 027B,7,18.0813953488372,9.66666666666667,High need / high access,Other,18.546511627907,8,Low need / high access,Low need / high access
E01000385,Bexley 028C,3,12.2571001494768,14.6666666666667,High need / low access,High need / low access,25.909317389138,15.3333333333333,High need / low access,High need / low access
E01000386,Bexley 028D,2,17.1001300390117,8.66666666666667,High need / high access,Other,20.0260078023407,9.33333333333333,High need / high access,Other
E01000387,Bexley 027C,7,21.9151670951157,16,High need / low access,High need / low access,17.6735218508997,15,Low need / low access,Other
E01000388,Bexley 016A,8,24.6031746031746,12.6666666666667,High need / low access,High need / low access,18.5185185185185,9.33333333333333,Low need / high access,Low need / high access
E01000389,Bexley 020E,8,21.1764705882353,13.3333333333333,High need / low access,High need / low access,18.4705882352941,13,Low need / low access,Other
E01000390,Bexley 020F,8,20.120572720422,15.3333333333333,High need / low access,High need / low access,19.517709118312,15.3333333333333,High need / low access,High need / low access
E01000391,Bexley 021E,7,14.9057681324957,13.3333333333333,High need / low access,High need / low access,21.6447744146202,11.6666666666667,High need / low access,High need / low access
E01000392,Bexley 016B,4,10.0051046452272,15.3333333333333,Low need / low access,Other,23.7366003062787,11.6666666666667,High need / low access,High need / low access
E01000393,Bexley 020G,8,14.9086623453153,15.6666666666667,High need / low access,High need / low access,21.2139068945197,11.3333333333333,High need / low access,High need / low access
E01000394,Bexley 015E,8,22.2972972972973,13,High need / low access,High need / low access,17.8132678132678,12,Low need / low access,Other
E01000395,Bexley 018B,10,18.6274509803922,12,High need / low access,High need / low access,18.0392156862745,9,Low need / high access,Low need / high access
E01000396,Bexley 018C,9,17.6875430144529,14.6666666666667,High need / low access,High need / low access,20.0963523743978,13.6666666666667,High need / low access,High need / low access
E01000398,Bexley 029A,5,18.2674199623352,14.3333333333333,High need / low access,High need / low access,18.330194601381,13.6666666666667,Low need / low access,Other
E01000399,Bexley 029B,8,21.5149586250796,8,High need / high access,Other,17.7593889242521,8,Low need / high access,Low need / high access
E01000400,Bexley 029C,6,17.418944691672,11.6666666666667,High need / low access,High need / low access,17.8003814367451,8.66666666666667,Low need / high access,Low need / high access
E01000401,Bexley 013A,5,19.4383259911894,16,High need / low access,High need / low access,19.65859030837,13.6666666666667,High need / low access,High need / low access
E01000402,Bexley 005B,4,15.5333749220212,12.6666666666667,High need / low access,High need / low access,22.707423580786,11.6666666666667,High need / low access,High need / low access
E01000403,Bexley 004A,3,17.5956738768719,14,High need / low access,High need / low access,23.7104825291181,12.3333333333333,High need / low access,High need / low access
E01000404,Bexley 004B,3,4.66364011555922,11,Low need / low access,Other,30.2517540239373,11,High need / low access,High need / low access
E01000405,Bexley 004C,3,6.40862944162437,13.6666666666667,Low need / low access,Other,25.9517766497462,13.6666666666667,High need / low access,High need / low access
E01000406,Bexley 005C,4,7.97574626865672,12.6666666666667,Low need / low access,Other,25.4664179104478,9.66666666666667,High need / low access,High need / low access
E01000407,Bexley 005D,6,21.8298555377207,14.6666666666667,High need / low access,High need / low access,18.7800963081862,14,Low need / low access,Other
E01000408,Bexley 004D,4,9.64467005076142,16,Low need / low access,Other,24.4218838127468,16,High need / low access,High need / low access
E01000409,Bexley 016C,9,17.0017231476163,13.3333333333333,High need / low access,High need / low access,20.964962665135,13.6666666666667,High need / low access,High need / low access
E01000410,Bexley 018D,9,14.7590361445783,7.66666666666667,High need / high access,Other,21.9879518072289,10.6666666666667,High need / low access,High need / low access
E01000411,Bexley 016D,8,17.68251841929,10.6666666666667,High need / low access,High need / low access,18.4862692565305,13.6666666666667,Low need / low access,Other
E01000412,Bexley 018E,9,12.9105322763307,16,High need / low access,High need / low access,21.687429218573,14,High need / low access,High need / low access
E01000413,Bexley 018F,8,16.9139465875371,9.33333333333333,High need / high access,Other,18.5459940652819,11.3333333333333,Low need / low access,Other
E01000414,Bexley 016E,7,16.4029535864979,16,High need / low access,High need / low access,18.8291139240506,13.3333333333333,Low need / low access,Other
E01000415,Bexley 016F,9,20.5320600272851,9.66666666666667,High need / high access,Other,15.9618008185539,11.6666666666667,Low need / low access,Other
E01000416,Bexley 002A,4,13.3742331288344,9.33333333333333,High need / high access,Other,20.0613496932515,9,High need / high access,Other
E01000417,Bexley 006B,5,16.8868466398622,13.6666666666667,High need / low access,High need / low access,20.1033888569788,13.3333333333333,High need / low access,High need / low access
E01000418,Bexley 002B,5,12.3780174627632,11.3333333333333,High need / low access,High need / low access,21.6743708269132,12.3333333333333,High need / low access,High need / low access
E01000419,Bexley 006C,8,25.0670241286863,14.6666666666667,High need / low access,High need / low access,17.426273458445,14.6666666666667,Low need / low access,Other
E01000420,Bexley 006D,8,20.4336399474376,15,High need / low access,High need / low access,18.5939553219448,13.3333333333333,Low need / low access,Other
E01000421,Bexley 009D,9,26.9736842105263,15.6666666666667,High need / low access,High need / low access,15.5263157894737,13.3333333333333,Low need / low access,Other
E01000422,Bexley 002C,2,6.20328849028401,10.3333333333333,Low need / low access,Other,26.6816143497758,8,High need / high access,Other
E01000423,Bexley 025C,10,20.9838107098381,13.3333333333333,High need / low access,High need / low access,19.1780821917808,10,Low need / low access,Other
E01000424,Bexley 026A,9,22.3958333333333,11,High need / low access,High need / low access,13.0208333333333,11,Low need / low access,Other
E01000425,Bexley 025D,9,25.1666666666667,16,High need / low access,High need / low access,18.9444444444444,14.3333333333333,Low need / low access,Other
E01000426,Bexley 026B,8,15.1913875598086,16,High need / low access,High need / low access,18.4808612440191,13.3333333333333,Low need / low access,Other
E01000427,Bexley 026C,7,23.6698160119344,16,High need / low access,High need / low access,17.503729487817,15.3333333333333,Low need / low access,Other
E01000428,Bexley 027D,4,21.3123359580052,13.3333333333333,High need / low access,High need / low access,17.6377952755906,12.3333333333333,Low need / low access,Other
E01000429,Bexley 008B,2,6.21301775147929,14.6666666666667,Low need / low access,Other,27.5147928994083,14.6666666666667,High need / low access,High need / low access
E01000430,Bexley 008C,6,7.89858605558264,16,Low need / low access,Other,25.694783032667,16,High need / low access,High need / low access
E01000431,Bexley 008D,2,10.5175292153589,12.6666666666667,Low need / low access,Other,23.873121869783,12.6666666666667,High need / low access,High need / low access
E01000433,Bexley 008F,2,9.09555442003066,13.3333333333333,Low need / low access,Other,26.673479816045,11.6666666666667,High need / low access,High need / low access
E01000434,Bexley 008G,2,10.1003764115433,16,Low need / low access,Other,23.3375156838143,16,High need / low access,High need / low access
E01000435,Bexley 010E,3,13.8255033557047,11.3333333333333,High need / low access,High need / low access,23.1543624161074,13,High need / low access,High need / low access
E01000436,Bexley 011E,10,21.4772727272727,10.6666666666667,High need / low access,High need / low access,20.4545454545455,14,High need / low access,High need / low access
E01000437,Bexley 007A,7,16.0233066278223,12.3333333333333,High need / low access,High need / low access,19.1551347414421,10.6666666666667,Low need / low access,Other
E01000438,Bexley 007B,7,13.6175251628182,11.6666666666667,High need / low access,High need / low access,24.4523386619301,10,High need / low access,High need / low access
E01000439,Bexley 007C,4,13.4926212227688,12.3333333333333,High need / low access,High need / low access,23.1201686577653,13,High need / low access,High need / low access
E01000440,Bexley 007D,9,23.7202595529921,14,High need / low access,High need / low access,15.0684931506849,12,Low need / low access,Other
E01000441,Bexley 007E,3,10.6866002214839,9,Low need / high access,Low need / high access,26.1351052048726,9,High need / high access,Other
E01000442,Bexley 006E,7,18.8207266229899,14,High need / low access,High need / low access,18.5229303156641,14,Low need / low access,Other
E01000443,Bexley 024B,5,15.8527422990233,9.33333333333333,High need / high access,Other,21.0368144252442,10.3333333333333,High need / low access,High need / low access
E01000444,Bexley 023B,9,24.9238269347959,16,High need / low access,High need / low access,16.7580743449116,16,Low need / low access,Other
E01000445,Bexley 024C,10,23.0492196878752,16,High need / low access,High need / low access,18.6074429771909,15,Low need / low access,Other
E01000446,Bexley 024D,9,15.6914893617021,9.66666666666667,High need / high access,Other,18.8829787234043,7.66666666666667,Low need / high access,Low need / high access
E01000447,Bexley 023C,8,14.5408163265306,6.33333333333333,High need / high access,Other,19.1326530612245,9.33333333333333,Low need / high access,Low need / high access
E01000448,Bexley 023D,10,23.6998514115899,13.6666666666667,High need / low access,High need / low access,17.0876671619614,11.3333333333333,Low need / low access,Other
E01000449,Bexley 023E,10,26.696542893726,6.33333333333333,High need / high access,Other,16.8373879641485,6.33333333333333,Low need / high access,Low need / high access
E01000450,Bexley 009E,5,12.6666666666667,13.3333333333333,High need / low access,High need / low access,22.6111111111111,9.33333333333333,High need / high access,Other
E01000451,Bexley 009F,9,16,15,High need / low access,High need / low access,18.8571428571429,11.3333333333333,Low need / low access,Other
E01000452,Bexley 009G,9,15.7635467980296,13.3333333333333,High need / low access,High need / low access,18.789584799437,10.3333333333333,Low need / low access,Other
E01000453,Bexley 013B,9,16.2947937795808,12.6666666666667,High need / low access,High need / low access,19.7430696416498,8.66666666666667,High need / high access,Other
E01000454,Bexley 013C,5,15.8700980392157,15.3333333333333,High need / low access,High need / low access,18.8725490196078,13.6666666666667,Low need / low access,Other
E01000455,Bexley 013D,9,15.4403567447046,15.3333333333333,High need / low access,High need / low access,18.1159420289855,13,Low need / low access,Other
E01000456,Bexley 013E,9,16.3738580463809,16,High need / low access,High need / low access,20.449754040759,13.3333333333333,High need / low access,High need / low access
E01000457,Bexley 026D,7,16.8275862068966,9.66666666666667,High need / high access,Other,15.816091954023,11,Low need / low access,Other
E01000458,Bexley 027E,10,27.8677900194426,9.33333333333333,High need / high access,Other,15.6837329876863,8,Low need / high access,Low need / high access
E01000459,Bexley 027F,6,23.8502673796791,9.66666666666667,High need / high access,Other,15.2406417112299,12,Low need / low access,Other
E01000460,Bexley 022E,10,21.7287866772403,10,High need / high access,Other,18.2394924662966,7.33333333333333,Low need / high access,Low need / high access
E01000461,Bexley 024E,9,19.0243902439024,12.6666666666667,High need / low access,High need / low access,19.0853658536585,12,Low need / low access,Other
E01000462,Bexley 026E,6,19.6785192401364,8.33333333333333,High need / high access,Other,14.4666341938626,9,Low need / high access,Low need / high access
E01000463,Bexley 025E,10,17.28,9.33333333333333,High need / high access,Other,19.44,9.33333333333333,High need / high access,Other
E01000464,Bexley 002D,4,11.6600790513834,10.3333333333333,High need / low access,High need / low access,21.7391304347826,8.33333333333333,High need / high access,Other
E01000465,Bexley 002E,3,11.6706161137441,14,High need / low access,High need / low access,23.5781990521327,11,High need / low access,High need / low access
E01000466,Bexley 001A,4,9.91831971995333,16,Low need / low access,Other,24.3873978996499,16,High need / low access,High need / low access
E01000467,Bexley 001B,5,10.184633710542,11.3333333333333,Low need / low access,Other,25.0744490768314,9,High need / high access,Other
E01000468,Bexley 001C,5,4.50665756230796,13.6666666666667,Low need / low access,Other,28.6445885967907,13.6666666666667,High need / low access,High need / low access
E01000469,Bexley 001D,5,8.1221198156682,11.6666666666667,Low need / low access,Other,25.5184331797235,10,High need / low access,High need / low access
E01000470,Bexley 002F,2,9.72434915773354,9.33333333333333,Low need / high access,Low need / high access,26.416539050536,9,High need / high access,Other
E01000471,Brent 026A,5,12.2306348281887,11,High need / low access,High need / low access,15.492137449039,11.3333333333333,Low need / low access,Other
E01000472,Brent 029A,4,6.78036605657238,11.3333333333333,Low need / low access,Other,22.171381031614,11.3333333333333,High need / low access,High need / low access
E01000473,Brent 029B,4,8.53974121996303,12.6666666666667,Low need / low access,Other,18.8909426987061,13,Low need / low access,Other
E01000474,Brent 026B,4,10.0044072278537,14,Low need / low access,Other,17.9374173644777,13.6666666666667,Low need / low access,Other
E01000475,Brent 029C,5,10.2069614299153,11.6666666666667,Low need / low access,Other,19.8024459078081,12.3333333333333,High need / low access,High need / low access
E01000476,Brent 026C,5,14.3897996357013,12,High need / low access,High need / low access,16.8032786885246,9.33333333333333,Low need / high access,Low need / high access
E01000477,Brent 026D,4,8.16154816996214,11.6666666666667,Low need / low access,Other,20.9928481278923,9.33333333333333,High need / high access,Other
E01000478,Brent 029D,4,11.0320284697509,13,Low need / low access,Other,20.0474495848161,14.3333333333333,High need / low access,High need / low access
E01000479,Brent 009A,6,18.0990324416619,13,High need / low access,High need / low access,17.1883892999431,11.3333333333333,Low need / low access,Other
E01000480,Brent 006A,7,15.6305506216696,15.6666666666667,High need / low access,High need / low access,16.7554766133807,13.6666666666667,Low need / low access,Other
E01000481,Brent 009B,3,11.1721611721612,14.3333333333333,High need / low access,High need / low access,22.5274725274725,13.6666666666667,High need / low access,High need / low access
E01000483,Brent 009D,2,9.60086299892125,12,Low need / low access,Other,23.0852211434736,9,High need / high access,Other
E01000484,Brent 006B,2,10.3116147308782,14,Low need / low access,Other,19.7733711048159,10.3333333333333,High need / low access,High need / low access
E01000485,Brent 006C,3,22.6027397260274,12.3333333333333,High need / low access,High need / low access,17.1232876712329,12.3333333333333,Low need / low access,Other
E01000486,Brent 006D,6,16.3337250293772,11.3333333333333,High need / low access,High need / low access,18.6251468860165,9.66666666666667,Low need / low access,Other
E01000487,Brent 006E,6,17.4044265593561,13.3333333333333,High need / low access,High need / low access,18.3601609657948,15,Low need / low access,Other
E01000488,Brent 022A,4,9.95145631067961,8,Low need / high access,Low need / high access,16.868932038835,7,Low need / high access,Low need / high access
E01000489,Brent 030A,4,17.8343949044586,8.66666666666667,High need / high access,Other,16.2709901563405,10.3333333333333,Low need / low access,Other
E01000490,Brent 023A,4,7.67927724449464,10.6666666666667,Low need / low access,Other,14.5115753811406,9.33333333333333,Low need / high access,Low need / high access
E01000491,Brent 030B,5,10.6589147286822,16,Low need / low access,Other,17.3934108527132,10.6666666666667,Low need / low access,Other
E01000492,Brent 030C,7,16.2735849056604,7.33333333333333,High need / high access,Other,19.1823899371069,8.33333333333333,Low need / high access,Low need / high access
E01000493,Brent 030D,7,16.6144200626959,7.33333333333333,High need / high access,Other,18.307210031348,7,Low need / high access,Low need / high access
E01000494,Brent 023B,5,17.0357751277683,15,High need / low access,High need / low access,16.1839863713799,14.6666666666667,Low need / low access,Other
E01000495,Brent 023C,3,14.2138364779874,15.6666666666667,High need / low access,High need / low access,13.8364779874214,12.6666666666667,Low need / low access,Other
E01000497,Brent 011A,4,15.5963302752294,14.6666666666667,High need / low access,High need / low access,13.713182037663,11.3333333333333,Low need / low access,Other
E01000498,Brent 010B,3,12.158956109134,16,High need / low access,High need / low access,25.1482799525504,16,High need / low access,High need / low access
E01000499,Brent 011B,3,8.90880337374802,16,Low need / low access,Other,23.7743806009489,16,High need / low access,High need / low access
E01000501,Brent 011C,2,10.0591715976331,16,Low need / low access,Other,22.9289940828402,15.3333333333333,High need / low access,High need / low access
E01000502,Brent 011D,3,10.3136629452419,12.6666666666667,Low need / low access,Other,26.1031366294524,11.6666666666667,High need / low access,High need / low access
E01000503,Brent 011E,3,14.1080822572932,14,High need / low access,High need / low access,20.4208512673362,11.6666666666667,High need / low access,High need / low access
E01000504,Brent 018A,5,11.0183639398998,12.3333333333333,Low need / low access,Other,19.5882025598219,14,High need / low access,High need / low access
E01000505,Brent 018B,5,13.910447761194,15.6666666666667,High need / low access,High need / low access,19.6417910447761,13.6666666666667,High need / low access,High need / low access
E01000506,Brent 014A,3,7.58579169175196,12.3333333333333,Low need / low access,Other,20.4093919325707,11,High need / low access,High need / low access
E01000507,Brent 018C,4,15.916101172116,16,High need / low access,High need / low access,17.7051202961135,13.3333333333333,Low need / low access,Other
E01000508,Brent 025A,2,9.41446613088404,9.66666666666667,Low need / high access,Low need / high access,29.8124760811328,6.66666666666667,High need / high access,Other
E01000509,Brent 014B,2,13.7787056367432,10.3333333333333,High need / low access,High need / low access,18.9979123173278,12.3333333333333,Low need / low access,Other
E01000510,Brent 014C,3,13.2177033492823,8.33333333333333,High need / high access,Other,21.7105263157895,10.3333333333333,High need / low access,High need / low access
E01000511,Brent 014D,3,11.6318464144551,9,High need / high access,Other,24.5059288537549,9.33333333333333,High need / high access,Other
E01000512,Brent 018D,5,13.7404580152672,13.3333333333333,High need / low access,High need / low access,17.2636523781562,12.3333333333333,Low need / low access,Other
E01000513,Brent 002A,6,15.7738095238095,8.66666666666667,High need / high access,Other,18.9285714285714,9.33333333333333,Low need / high access,Low need / high access
E01000514,Brent 002B,6,11.4012738853503,12,High need / low access,High need / low access,19.2993630573248,8.66666666666667,High need / high access,Other
E01000515,Brent 003A,3,10.0692594565796,10.6666666666667,Low need / low access,Other,21.7368140649973,9.66666666666667,High need / low access,High need / low access
E01000516,Brent 002C,5,10.1406050276949,9.33333333333333,Low need / high access,Low need / high access,18.8751597784406,11.6666666666667,Low need / low access,Other
E01000517,Brent 003B,7,18.607516943931,13.6666666666667,High need / low access,High need / low access,17.4984596426371,13.3333333333333,Low need / low access,Other
E01000518,Brent 005A,4,12.6436781609195,14.3333333333333,High need / low access,High need / low access,17.0323928944619,10.6666666666667,Low need / low access,Other
E01000519,Brent 005B,5,10.5654761904762,16,Low need / low access,Other,19.8412698412698,16,High need / low access,High need / low access
E01000520,Brent 002D,5,14.7971360381862,10.3333333333333,High need / low access,High need / low access,20.2267303102625,7.33333333333333,High need / high access,Other
E01000521,Brent 025B,1,7.37812911725955,10,Low need / high access,Low need / high access,20.8168642951252,10.3333333333333,High need / low access,High need / low access
E01000522,Brent 025C,3,8.14236957581668,11.6666666666667,Low need / low access,Other,25.5485129205266,7.66666666666667,High need / high access,Other
E01000523,Brent 031A,3,7.69899956502827,8.66666666666667,Low need / high access,Low need / high access,23.5319704219226,7.33333333333333,High need / high access,Other
E01000524,Brent 031B,1,9.25237505163156,6.33333333333333,Low need / high access,Low need / high access,21.1895910780669,8,High need / high access,Other
E01000525,Brent 031C,2,9.4441446303292,11.6666666666667,Low need / low access,Other,21.4247166756611,7.33333333333333,High need / high access,Other
E01000526,Brent 025D,2,11.6871305138699,8.33333333333333,High need / high access,Other,21.8735788994998,4.66666666666667,High need / high access,Other
E01000527,Brent 025E,2,11.36,10.3333333333333,High need / low access,High need / low access,23.2,5.66666666666667,High need / high access,Other
E01000528,Brent 025F,1,10.0752750434279,10.6666666666667,Low need / low access,Other,21.3086276780544,10,High need / low access,High need / low access
E01000530,Brent 033A,6,12.7332601536773,10,High need / high access,Other,19.2645444566411,10,High need / low access,High need / low access
E01000531,Brent 033B,4,13.8256524153248,5.33333333333333,High need / high access,Other,16.9905607995558,6,Low need / high access,Low need / high access
E01000532,Brent 033C,4,11.4721485411141,8.66666666666667,High need / high access,Other,17.7055702917772,7.33333333333333,Low need / high access,Low need / high access
E01000533,Brent 031E,2,10.8095676172953,7.33333333333333,Low need / high access,Low need / high access,20.3771849126035,7.66666666666667,High need / high access,Other
E01000534,Brent 033D,5,10.5895821408128,10.6666666666667,Low need / low access,Other,20.0915855752719,9,High need / high access,Other
E01000535,Brent 031F,3,10.6237816764133,7.33333333333333,Low need / high access,Low need / high access,18.8109161793372,5,Low need / high access,Low need / high access
E01000536,Brent 004A,8,22.9193341869398,10.3333333333333,High need / low access,High need / low access,16.6453265044814,10.6666666666667,Low need / low access,Other
E01000538,Brent 004B,8,20.679012345679,13,High need / low access,High need / low access,21.5432098765432,10,High need / low access,High need / low access
E01000539,Brent 004C,8,21.8078381795196,12.3333333333333,High need / low access,High need / low access,18.0151706700379,11.6666666666667,Low need / low access,Other
E01000540,Brent 004D,8,24.6396705559369,15,High need / low access,High need / low access,14.7563486616335,13.3333333333333,Low need / low access,Other
E01000541,Brent 004E,6,15.886524822695,10.3333333333333,High need / low access,High need / low access,17.5177304964539,9.66666666666667,Low need / low access,Other
E01000543,Brent 003E,5,16.4821648216482,15,High need / low access,High need / low access,17.0971709717097,14.3333333333333,Low need / low access,Other
E01000544,Brent 034A,2,7.85310734463277,6.66666666666667,Low need / high access,Low need / high access,19.5480225988701,6.66666666666667,High need / high access,Other
