LSOA21CD,LSOA21NM,borough_name,london_ring,IMD_Decile,older_adults_pct,older_single_intensity,older_need_score,older_access_score,older_mismatch_index,working_age_pct,working_need_score,working_access_score,working_mismatch_index,children_pct,child_household_intensity,family_need_score,family_access_score,family_mismatch_index,children_need_score,children_access_score,children_mismatch_index,general_access_score
E01000013,Barking and Dagenham 013A,Barking and Dagenham,Outer London,2,9.08119658119658,7.95454545454545,21.0099863044185,34.4666666666667,-13.4566803622482,65.6517094017094,38.7508323612285,39.1333333333333,20.6685645356296,25.267094017094,46.5909090909091,61.1703387994374,31.0666666666667,30.1036721327707,61.1703387994374,31.0666666666667,30.1036721327707,32.5
E01000014,Barking and Dagenham 013B,Barking and Dagenham,Outer London,2,9.2,9.14826498422713,22.4089625472086,7.73333333333333,14.6756292138752,66.2285714285714,39.9571428312444,14.4,37.0894860098294,24.5714285714286,41.1671924290221,56.8237104115325,16.6666666666667,40.1570437448658,56.8237104115325,16.6666666666667,40.1570437448658,10.8333333333333
E01000015,Barking and Dagenham 009A,Barking and Dagenham,Outer London,2,6.81536555142503,5.77617328519856,15.4743513512728,17.5333333333333,-2.05898198206054,64.9318463444858,37.2454839373941,22.3333333333333,46.0245823284677,28.2527881040892,49.6991576413959,67.8394125919925,38.6666666666667,29.1727459253258,67.8394125919925,38.6666666666667,29.1727459253258,21.6666666666667
E01000016,Barking and Dagenham 009B,Barking and Dagenham,Outer London,3,8.85529157667387,8.13397129186603,20.8654285393877,17.8666666666667,2.99876187272098,66.6846652267818,40.9109076804987,25.8,33.782516407077,24.4600431965443,45.7735247208932,59.3811940216684,26.5333333333333,32.8478606883351,59.3811940216684,26.5333333333333,32.8478606883351,20
E01000017,Barking and Dagenham 009C,Barking and Dagenham,Outer London,2,9.62877030162413,8.02675585284281,21.8812342170324,14.5333333333333,7.34790088369904,65.9512761020882,39.3772740930596,20.6666666666667,30.8320243860258,24.4199535962877,39.9665551839465,55.8655808638167,20.9333333333333,34.9322475304834,55.8655808638167,20.9333333333333,34.9322475304834,15.8333333333333
E01000018,Barking and Dagenham 009D,Barking and Dagenham,Outer London,2,8.23463056965595,6.05590062111801,17.8276228057139,16.4,1.42762280571386,68.020304568528,43.7039424914016,22.4,32.3018127156435,23.7450648618161,41.6149068322981,55.755176428851,33.3333333333333,22.4218430955176,55.755176428851,33.3333333333333,22.4218430955176,20
E01000019,Barking and Dagenham 023A,Barking and Dagenham,Outer London,2,8.07715491259795,6.02409638554217,17.5657261027582,21.3333333333333,-3.76760723057519,62.9294755877035,33.0582074375004,32.8666666666667,35.3287982133215,28.9933694996986,53.6144578313253,71.3621849199628,40.6666666666667,30.6955182532961,71.3621849199628,40.6666666666667,30.6955182532961,27.5
E01000020,Barking and Dagenham 023B,Barking and Dagenham,Outer London,2,10.2189781021898,9.50226244343891,24.2558323211387,15.6666666666667,8.58916565447205,63.1386861313868,33.495700039771,24.9333333333333,30.518923648894,26.6423357664234,46.9079939668175,63.5798139121206,24.9333333333333,38.6464805787873,63.5798139121206,24.9333333333333,38.6464805787873,19.1666666666667
E01000021,Barking and Dagenham 008A,Barking and Dagenham,Outer London,2,8.13679245283019,8.23529411764706,19.923602448288,30.2,-10.2763975517121,64.7995283018868,36.9687858142269,37.8666666666667,20.8847877872271,27.063679245283,45.7142857142857,63.5509154124186,45.2,18.3509154124186,63.5509154124186,45.2,18.3509154124186,34.1666666666667
E01000022,Barking and Dagenham 008B,Barking and Dagenham,Outer London,2,9.60108181203516,9.0146750524109,22.8555954809175,21.5333333333333,1.32226214758411,64.367816091954,36.0660067533334,25.3333333333333,31.9820895075664,26.0311020960108,45.4926624737946,61.7515798943513,25.4666666666667,36.2849132276847,61.7515798943513,25.4666666666667,36.2849132276847,22.5
E01000024,Barking and Dagenham 008D,Barking and Dagenham,Outer London,3,8.35579514824798,6.06060606060606,18.0088303619649,21.7333333333333,-3.72450297136846,67.0485175202156,41.6717808367648,30.2666666666667,26.0927007711292,24.5956873315364,45.021645021645,59.1534476957232,33.4666666666667,25.6867810290565,59.1534476957232,33.4666666666667,25.6867810290565,25
E01000025,Barking and Dagenham 008E,Barking and Dagenham,Outer London,2,10.2497398543184,15.06456241033,30.0135060347256,10.6666666666667,19.346839368059,65.0364203954214,37.4641649506372,14.6,35.8586157661243,24.7138397502602,40.6025824964132,56.7181805080035,15.4666666666667,41.2515138413368,56.7181805080035,15.4666666666667,41.2515138413368,11.6666666666667
E01000027,Barking and Dagenham 001A,Barking and Dagenham,Outer London,2,8.83765609990394,9.22844175491679,21.9638596534992,14,7.96385965349922,62.2478386167147,31.6327958545493,18,51.3275184768498,28.9145052833814,52.4962178517398,70.5702888715362,10,60.5702888715362,70.5702888715362,10,60.5702888715362,12.5
E01000028,Barking and Dagenham 001B,Barking and Dagenham,Outer London,2,10.842047330765,13.6655948553055,29.4388622215894,6.73333333333333,22.7055288882561,63.4012107870116,34.0446809502329,9.4,50.0491497050674,25.7567418822234,44.5337620578778,60.7386434719105,6.66666666666667,54.0719768052438,60.7386434719105,6.66666666666667,54.0719768052438,6.66666666666667
E01000029,Barking and Dagenham 001C,Barking and Dagenham,Outer London,4,20.3296703296703,18.3284457478006,48.0387322500403,13.6666666666667,34.3720655833737,58.7912087912088,24.4044317825376,19.8,21.6367710811223,20.8791208791209,34.8973607038123,47.1346291602051,15.3333333333333,31.8012958268717,47.1346291602051,15.3333333333333,31.8012958268717,14.1666666666667
E01000030,Barking and Dagenham 001D,Barking and Dagenham,Outer London,2,6.75253708040593,6.85082872928177,16.4866452277038,13.9333333333333,2.55331189437045,60.1092896174864,27.1607489381584,24.6,53.0236187238612,33.1381733021077,54.0331491712707,78.3049398064923,26.6666666666667,51.6382731398257,78.3049398064923,26.6666666666667,51.6382731398257,18.3333333333333
E01000031,Barking and Dagenham 002A,Barking and Dagenham,Outer London,4,14.3099547511312,13.758389261745,34.5822713846137,7.13333333333333,27.4489380512804,64.7058823529412,36.7729572045641,11.4,31.3979452041351,20.9841628959276,37.5838926174497,48.9007808921792,10.6666666666667,38.2341142255125,48.9007808921792,10.6666666666667,38.2341142255125,8.33333333333333
E01000032,Barking and Dagenham 002B,Barking and Dagenham,Outer London,3,12.3136123136123,10.5263157894737,28.356691380448,32,-3.64330861955202,63.9249639249639,35.1399322661367,23.5333333333333,24.6933398648246,23.7614237614238,39.8891966759003,54.7560705386641,28.8,25.9560705386641,54.7560705386641,28.8,25.9560705386641,25
E01000033,Barking and Dagenham 006A,Barking and Dagenham,Outer London,2,10.6148867313916,11.8918918918919,27.2864684639035,11.4666666666667,15.8198017972369,61.8770226537217,30.8573605549842,13.0666666666667,46.712156403728,27.5080906148867,42.8828828828829,62.5860505878621,9.33333333333333,53.2527172545288,62.5860505878621,9.33333333333333,53.2527172545288,10
E01000034,Barking and Dagenham 003A,Barking and Dagenham,Outer London,2,16.8996188055909,12.1856866537718,36.7366656334751,13.7333333333333,23.0033323001418,63.5324015247776,34.3190216992628,13.4666666666667,31.1218927480654,19.5679796696315,35.7833655705996,45.5436295415886,12.6666666666667,32.8769628749219,45.5436295415886,12.6666666666667,32.8769628749219,11.6666666666667
E01000035,Barking and Dagenham 010A,Barking and Dagenham,Outer London,4,13.340505648198,8.24915824915825,27.512691550088,13.0666666666667,14.4460248834213,65.034965034965,37.4611215598878,17.0666666666667,32.8148349163882,21.624529316837,41.5824915824916,52.3112053937468,9.86666666666667,42.4445387270801,52.3112053937468,9.86666666666667,42.4445387270801,12.5
E01000036,Barking and Dagenham 010B,Barking and Dagenham,Outer London,5,11.2542372881356,10.3813559322034,26.6657144597105,14,12.6657144597105,67.728813559322,43.0943883173586,15.3333333333333,32.1209278554608,21.0169491525424,40.8898305084746,50.9183282162331,8,42.9183282162331,50.9183282162331,8,42.9183282162331,12.5
E01000037,Barking and Dagenham 003B,Barking and Dagenham,Outer London,5,14.4876325088339,11.1864406779661,32.1993280885937,7.53333333333333,24.6659947552603,68.2567726737338,44.1984350006181,13.4,24.9107219530664,17.2555948174323,34.406779661017,40.9910269847601,14.6666666666667,26.3243603180935,40.9910269847601,14.6666666666667,26.3243603180935,10
E01000038,Barking and Dagenham 003C,Barking and Dagenham,Outer London,5,15.470297029703,13.9285714285714,36.4461277230562,10.7333333333333,25.7127943897228,64.1707920792079,35.6539981302089,19,22.4960283519007,20.3589108910891,36.7857142857143,47.4166583230347,20.6666666666667,26.749991656368,47.4166583230347,20.6666666666667,26.749991656368,14.1666666666667
E01000039,Barking and Dagenham 003D,Barking and Dagenham,Outer London,4,13.6337706788363,11.7829457364341,31.5690485097697,18.2666666666667,13.3023818431031,63.719338277239,34.7099362528722,14.2666666666667,31.4784768699777,22.6468910439247,37.3643410852713,51.4556491523566,19.3333333333333,32.1223158190233,51.4556491523566,19.3333333333333,32.1223158190233,15
E01000040,Barking and Dagenham 019A,Barking and Dagenham,Outer London,2,9.47816826411076,8.38414634146342,22.0290750574954,47.0666666666667,-25.0375916091712,65.4419595314165,38.3122119410297,41.8666666666667,13.9799576300953,25.0798722044728,44.969512195122,59.9044354564686,53.0666666666667,6.83776878980189,59.9044354564686,53.0666666666667,6.83776878980189,39.1666666666667
E01000041,Barking and Dagenham 017A,Barking and Dagenham,Outer London,3,9.28338762214984,7.79436152570481,21.1397874129076,37.1333333333333,-15.9935459204257,65.4723127035831,38.3756852633802,35.4,25.785198892961,25.2442996742671,49.2537313432836,62.7159424452661,39.0666666666667,23.6492757785995,62.7159424452661,39.0666666666667,23.6492757785995,30.8333333333333
E01000042,Barking and Dagenham 017B,Barking and Dagenham,Outer London,2,6.37619553666313,9.32721712538226,18.482253714531,22.9333333333333,-4.45107961880233,64.0276301806589,35.3546237753627,25.5333333333333,36.9227253795308,29.596174282678,45.4128440366972,67.4618105222809,27.6,39.8618105222809,67.4618105222809,27.6,39.8618105222809,21.6666666666667
E01000043,Barking and Dagenham 019B,Barking and Dagenham,Outer London,3,10.8512020792723,10.6609808102345,26.3662267704825,27.7333333333333,-1.36710656285082,68.3560753736192,44.4060927783786,28.6666666666667,20.0977809016764,20.7927225471085,42.0042643923241,51.2184646273545,32.4,18.8184646273545,51.2184646273545,32.4,18.8184646273545,25
E01000044,Barking and Dagenham 016D,Barking and Dagenham,Outer London,3,5.93561368209256,5.46282245827011,13.8718950776118,57.5333333333333,-43.6614382557215,69.8189134808853,47.465120487886,48.4,4.69481436980513,24.2454728370221,44.7647951441578,58.4352077937696,66.9333333333333,-8.49812553956373,58.4352077937696,66.9333333333333,-8.49812553956373,48.3333333333333
E01000045,Barking and Dagenham 017C,Barking and Dagenham,Outer London,2,8.9959373186303,8.15972222222222,21.0966093739972,41.6666666666667,-20.5700572926695,65.4091700522345,38.2436439122782,38.6,19.7525580127459,25.5948926291352,45.8333333333333,61.2495408880963,42,19.2495408880963,61.2495408880963,42,19.2495408880963,34.1666666666667
E01000046,Barking and Dagenham 017D,Barking and Dagenham,Outer London,3,8.3758937691522,8.1570996978852,20.1913417689781,20.2,-0.00865823102188301,65.7814096016343,39.0220561579891,23.1333333333333,34.4067748907159,25.8426966292135,44.8640483383686,61.0737390735419,26,35.0737390735419,61.0737390735419,26,35.0737390735419,19.1666666666667
E01000049,Barking and Dagenham 021C,Barking and Dagenham,Outer London,2,4.15821501014199,6.58578856152513,12.4379722234097,48.2,-35.7620277765903,64.5537525354969,36.4548295015101,45.6666666666667,29.8016662128669,31.2880324543611,54.7660311958406,75.7524496037938,54,21.7524496037938,75.7524496037938,54,21.7524496037938,42.5
E01000050,Barking and Dagenham 019C,Barking and Dagenham,Outer London,2,8.63192182410423,9.55414012738854,21.9988964119973,70.9333333333333,-48.934436921336,65.5808903365907,38.6027384050459,55,1.40588892739437,25.7871878393051,44.2675159235669,60.6295940595615,59.8666666666667,0.76292739289481,60.6295940595615,59.8666666666667,0.76292739289481,53.3333333333333
E01000051,Barking and Dagenham 021D,Barking and Dagenham,Outer London,2,2.3486901535682,2.54041570438799,5.64901670223665,70.2666666666667,-64.61764996443,68.6540198735321,45.0291422304005,57.6,-0.420138883478366,28.9972899728997,42.4942263279446,64.7601734652286,67.8666666666667,-3.10649320143811,64.7601734652286,67.8666666666667,-3.10649320143811,56.6666666666667
E01000052,Barking and Dagenham 019D,Barking and Dagenham,Outer London,2,8.27353313634445,8.31234256926952,20.2017851986288,49,-28.7982148013712,63.655550865344,34.5765466046703,42.0666666666667,20.8635713642023,28.0709159983115,49.3702770780856,67.3502438793007,40.8,26.5502438793007,67.3502438793007,40.8,26.5502438793007,39.1666666666667
E01000053,Barking and Dagenham 020A,Barking and Dagenham,Outer London,2,12.1529919802591,13.7345679012346,31.4179954873822,27.6666666666667,3.75132882071552,62.6773596545342,32.5309928252052,26.8666666666667,25.5593373563893,25.1696483652067,37.6543209876543,55.7022776671677,38,17.7022776671677,55.7022776671677,38,17.7022776671677,25.8333333333333
E01000054,Barking and Dagenham 018A,Barking and Dagenham,Outer London,3,10.8498129342598,8.29420970266041,23.9333550176837,41.5333333333333,-17.5999783156497,62.3196151790486,31.7828920900672,39.2666666666667,26.0884846427989,26.8305718866916,48.2003129890454,64.6517965495646,53.2,11.4517965495645,64.6517965495646,53.2,11.4517965495645,38.3333333333333
E01000055,Barking and Dagenham 018B,Barking and Dagenham,Outer London,3,9.8533724340176,6.67838312829526,20.8233002092014,17.0666666666667,3.75663354253474,65.4545454545454,38.3385311129257,21.2,37.0419471123369,24.692082111437,44.8154657293497,59.186602474721,26.5333333333333,32.6532691413877,59.186602474721,26.5333333333333,32.6532691413877,18.3333333333333
E01000056,Barking and Dagenham 018C,Barking and Dagenham,Outer London,2,10.9347442680776,7.24381625441696,22.9781543182727,36.6666666666667,-13.6885123483939,63.5508524397413,34.3576055041687,33.6,26.6018332880331,25.5144032921811,45.9363957597173,61.1807951745322,51.2,9.98079517453224,61.1807951745322,51.2,9.98079517453224,33.3333333333333
E01000057,Barking and Dagenham 012A,Barking and Dagenham,Outer London,3,10.135571336346,7.92452830188679,22.5139701409222,33.2,-10.6860298590778,63.9122014202712,35.1132438340376,37.7333333333333,28.7700456222778,25.9522272433828,48.8679245283019,63.6299890570739,39.6,24.0299890570739,63.6299890570739,39.6,24.0299890570739,33.3333333333333
E01000058,Barking and Dagenham 018D,Barking and Dagenham,Outer London,3,7.20636406176883,6.16045845272206,16.4382025737969,33.9333333333333,-17.4951307595364,67.3373888628919,42.2758568704284,33.4,26.9335251356584,25.4562470753393,46.2750716332378,61.2881342765942,36,25.2881342765942,61.2881342765942,36,25.2881342765942,30
E01000059,Barking and Dagenham 013C,Barking and Dagenham,Outer London,3,13.2826214160328,11.0332749562172,30.2879261894013,34.0666666666667,-3.77874047726542,62.55119953189,32.2671718944497,31.6666666666667,22.3856896982165,24.1661790520772,41.6812609457093,56.4747161744763,50.9333333333334,5.54138284114291,56.4747161744763,50.9333333333334,5.54138284114291,32.5
E01000060,Barking and Dagenham 006B,Barking and Dagenham,Outer London,2,9.44954128440367,9.7051597051597,23.3441826306821,37.3333333333333,-13.9891507026512,61.697247706422,30.4814224778086,34.8666666666667,25.7333670522457,28.8532110091743,42.5061425061425,64.5345643658667,38,26.5345643658667,64.5345643658667,38,26.5345643658667,32.5
E01000061,Barking and Dagenham 006C,Barking and Dagenham,Outer London,1,5.81818181818182,5.96816976127321,14.219983124467,46.4666666666667,-32.2466835421997,65.974025974026,39.4248477024014,45.0666666666667,19.6461628311827,28.2077922077922,42.0424403183024,63.2166388376096,52.8,10.4166388376096,63.2166388376096,52.8,10.4166388376096,41.6666666666667
E01000062,Barking and Dagenham 006D,Barking and Dagenham,Outer London,3,11.2663361874718,12.3859191655802,28.7421616235363,21,7.74216162353629,64.5335736818387,36.4126323013005,20.2,34.5414292467879,24.2000901306895,41.4602346805737,56.39813550261,22,34.39813550261,56.39813550261,22,34.39813550261,18.3333333333333
E01000063,Barking and Dagenham 004A,Barking and Dagenham,Outer London,2,9.50506186726659,9.58466453674121,23.3012443722466,32.3333333333333,-9.03208896108679,65.4105736782902,38.2465791181474,40.5333333333333,14.909469879871,25.0843644544432,44.2492012779553,59.483636342104,41.7333333333333,17.7503030087706,59.483636342104,41.7333333333333,17.7503030087706,33.3333333333333
E01000064,Barking and Dagenham 006E,Barking and Dagenham,Outer London,2,10.7919930374238,7.44949494949495,22.9816040086308,12.1333333333333,10.8482706752975,64.7519582245431,36.8693091981783,15.6,38.9524912018555,24.4560487380331,42.1717171717172,57.2343216183,8.66666666666667,48.5676549516334,57.2343216183,8.66666666666667,48.5676549516334,10.8333333333333
E01000065,Barking and Dagenham 007A,Barking and Dagenham,Outer London,2,13.3703329969728,16.1577608142494,35.6788320358719,23.6,12.0788320358719,64.1775983854692,35.6682312017629,28.1333333333333,17.0687534087924,22.452068617558,34.6055979643766,49.5015877858538,37.4666666666667,12.0349211191871,49.5015877858538,37.4666666666667,12.0349211191871,24.1666666666667
E01000066,Barking and Dagenham 011A,Barking and Dagenham,Outer London,4,10.4041616646659,12.6760563380282,27.7851190079854,14.8666666666667,12.9184523413187,66.3865546218487,40.2875108763966,17.8,35.2267954252094,23.2092837134854,46.1971830985916,57.6129566622997,23.3333333333333,34.2796233289664,57.6129566622997,23.3333333333333,34.2796233289664,15.8333333333333
E01000067,Barking and Dagenham 011B,Barking and Dagenham,Outer London,5,10.5098389982111,10.3186646433991,25.5177332551022,27.8,-2.28226674489777,64.4007155635062,36.1348047936677,26.7333333333333,31.4669214866323,25.0894454382827,48.8619119878604,62.2330059385608,33.3333333333333,28.8996726052275,62.2330059385608,33.3333333333333,28.8996726052275,25
E01000068,Barking and Dagenham 016E,Barking and Dagenham,Outer London,4,10.7023411371237,6.31578947368421,21.6867014235817,28.1333333333333,-6.44663190975165,71.6833890746935,51.3640362167213,32.5333333333333,8.82680305364711,17.6142697881828,41.6842105263158,45.8950028556239,40.5333333333333,5.36166952229051,45.8950028556239,40.5333333333333,5.36166952229051,28.3333333333333
E01000069,Barking and Dagenham 011C,Barking and Dagenham,Outer London,6,9.39885496183206,7.85046728971963,21.3654936617595,24.6666666666667,-3.30117300490713,69.3702290076335,46.526849718424,26.7333333333333,26.8817535120312,21.2309160305344,48.0373831775701,55.5114157689932,33.2,22.3114157689932,55.5114157689932,33.2,22.3114157689932,25
E01000070,Barking and Dagenham 011D,Barking and Dagenham,Outer London,5,11.96333815726,8.11744386873921,25.372720176183,40.9333333333333,-15.5606131571504,65.460684997588,38.3513698762843,44.1333333333333,3.64822027466875,22.575976845152,43.5233160621762,55.0011727661024,54.6666666666667,0.334506099435721,55.0011727661024,54.6666666666667,0.334506099435721,39.1666666666667
E01000071,Barking and Dagenham 011E,Barking and Dagenham,Outer London,5,9.75797157126393,10.9316770186335,25.052877332987,34.7333333333333,-9.68045600034635,66.7306953515175,41.0071640101219,30.8666666666667,20.7285948447293,23.5113330772186,45.5900621118013,57.7399829099862,30.1333333333333,27.6066495766528,57.7399829099862,30.1333333333333,27.6066495766528,30
E01000072,Barking and Dagenham 017E,Barking and Dagenham,Outer London,2,8.19366852886406,8.69565217391304,20.4792167121465,33.1333333333333,-12.6541166211868,64.4320297951582,36.2002878446284,24.3333333333333,46.4759374673106,27.3743016759777,49.5923913043478,66.3571919271062,27.2,39.1571919271062,66.3571919271062,27.2,39.1571919271062,24.1666666666667
E01000073,Barking and Dagenham 012B,Barking and Dagenham,Outer London,2,10.5092091007584,13.8345864661654,29.1279290563459,28.2666666666667,0.861262389679272,63.1094257854821,33.4345119913687,33.2,25.9822181763686,26.3813651137595,44.9624060150376,62.0021499213501,47.4666666666667,14.5354832546834,62.0021499213501,47.4666666666667,14.5354832546834,30
E01000074,Barking and Dagenham 012C,Barking and Dagenham,Outer London,2,8.98237635019898,10.223642172524,23.1966681879454,20.2666666666667,2.93000152127871,64.013644115975,35.3253766842442,22.2666666666667,36.3318192110077,27.003979533826,44.408945686901,62.6787837755145,27.8666666666667,34.8121171088478,62.6787837755145,27.8666666666667,34.8121171088478,19.1666666666667
E01000075,Barking and Dagenham 012D,Barking and Dagenham,Outer London,2,10.7108549471662,10.1880877742947,25.6762324746128,36.4,-10.7237675253872,63.5446685878962,34.3446740840398,37.7333333333333,12.2000716648919,25.7444764649376,42.9467084639499,59.7757072070703,38.2666666666667,21.5090405404036,59.7757072070703,38.2666666666667,21.5090405404036,35
E01000076,Barking and Dagenham 012E,Barking and Dagenham,Outer London,2,8.65740740740741,8.17610062893082,20.6206459524185,15.4,5.22064595241854,66.712962962963,40.9700827584958,19.4,31.4598075679515,24.6296296296296,38.3647798742138,55.2523359640624,19.2,36.0523359640624,55.2523359640624,19.2,36.0523359640624,16.6666666666667
E01000077,Barking and Dagenham 008F,Barking and Dagenham,Outer London,2,8.76887340301975,6.87919463087248,19.4508840736107,20.1333333333333,-0.682449259722599,66.4343786295006,40.3875185012049,29.3333333333333,22.8531769141019,24.7967479674797,42.2818791946309,57.8500229972284,39.3333333333333,18.516689663895,57.8500229972284,39.3333333333333,18.516689663895,24.1666666666667
E01000078,Barking and Dagenham 007B,Barking and Dagenham,Outer London,2,7.65171503957784,6.60225442834139,17.5402405085264,16.6,0.940240508526369,63.6939313984169,34.6568064185159,26.7333333333333,36.6258943110061,28.6543535620053,49.1143317230274,68.1404084832917,31.8666666666667,36.273741816625,68.1404084832917,31.8666666666667,36.273741816625,20.8333333333333
E01000079,Barking and Dagenham 009E,Barking and Dagenham,Outer London,2,11.2274578243165,12.6009693053312,28.906440310282,16.7333333333333,12.1731069769487,63.5834787667248,34.4258323556612,28.6,24.9767855422619,25.1890634089587,41.8416801292407,58.2220263247319,32,26.2220263247319,58.2220263247319,32,26.2220263247319,21.6666666666667
E01000080,Barking and Dagenham 007C,Barking and Dagenham,Outer London,3,6.75295441755768,5.72831423895254,15.3343470173632,16.2666666666667,-0.932319649303459,68.3736634777715,44.4428723083159,16.9333333333333,39.561020607369,24.8733821046708,43.3715220949264,58.621323234094,18,40.621323234094,58.621323234094,18,40.621323234094,14.1666666666667
E01000081,Barking and Dagenham 007D,Barking and Dagenham,Outer London,3,8.36713995943205,7.65696784073507,19.6649266323755,19.0666666666667,0.598259965708831,67.9006085192698,43.4536389686942,23.6,30.865974675545,23.7322515212982,45.3292496171516,57.9417794329275,30.9333333333333,27.0084460995941,57.9417794329275,30.9333333333333,27.0084460995941,20
E01000082,Barking and Dagenham 007E,Barking and Dagenham,Outer London,3,8.97703549060543,7.29613733905579,20.1821289098234,21.4,-1.21787109017663,66.4926931106472,40.5094633786366,22.8666666666667,28.8232569025782,24.5302713987474,39.3419170243205,55.6725469480371,26.8,28.8725469480371,55.6725469480371,26.8,28.8725469480371,20
E01000083,Barking and Dagenham 007F,Barking and Dagenham,Outer London,2,8.80667014069828,7.42496050552923,20.0664454319219,10.3333333333333,9.73311209858854,63.2100052110474,33.6448396060804,17,46.3128910950176,27.9833246482543,47.7093206951027,66.2217370080465,16.6666666666667,49.5550703413799,66.2217370080465,16.6666666666667,49.5550703413799,12.5
E01000084,Barking and Dagenham 013D,Barking and Dagenham,Outer London,2,10.2777777777778,9.21843687374749,24.0499148675991,65.4666666666667,-41.4167517990676,65,37.3880040971348,61,-6.16858067737586,24.7222222222222,42.2845691382766,57.7312609436099,60.6666666666667,-2.93540572305681,57.7312609436099,60.6666666666667,-2.93540572305681,56.6666666666667
E01000085,Barking and Dagenham 013E,Barking and Dagenham,Outer London,2,10.5103280680437,9.53206239168111,24.7105462690978,47.4,-22.6894537309022,64.9453219927096,37.2736636663166,45.0666666666667,9.19430861144863,24.5443499392467,41.2478336221837,56.8278999565476,48.5333333333334,8.29456662321427,56.8278999565476,48.5333333333334,8.29456662321427,43.3333333333333
E01000086,Barking and Dagenham 013F,Barking and Dagenham,Outer London,2,10.6896551724138,8.81147540983607,24.2314896675069,48.5333333333333,-24.3018436658264,64.6206896551724,36.5948056908539,48.8666666666667,14.1611189524441,24.6896551724138,46.1065573770492,59.9499310268628,61.7333333333333,-1.78340230647053,59.9499310268628,61.7333333333333,-1.78340230647053,45.8333333333333
