group,mismatch_variant,global_moran_i,expected_i,variance_i,z_score,p_value,n_lsoas
children_and_adolescents,grid_mean_mismatch,0.754340101339279,-0.000200360649168503,7.02276021756507e-05,90.0385751026728,0,4992
children_and_adolescents,grid_lowest_decile_mismatch,0.77715543298423,-0.000200360649168503,7.0226318453845e-05,92.7619541283627,0,4992
caregiving_adults,grid_mean_mismatch,0.729294887092923,-0.000200360649168503,7.02241643688371e-05,87.0520849189076,0,4992
caregiving_adults,grid_lowest_decile_mismatch,0.749683207653256,-0.000200360649168503,7.02217618303525e-05,89.4865936040823,0,4992
older_adults,grid_mean_mismatch,0.713227462757815,-0.000200360649168503,7.02269397264703e-05,85.1330456907163,0,4992
older_adults,grid_lowest_decile_mismatch,0.731857604466879,-0.000200360649168503,7.02267664625714e-05,87.3562805215728,0,4992
