LSOA21CD,LSOA21NM,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
E01001303,Ealing 032A,1727,106,129,150,58,79,211,430,323,135,74,32
E01001304,Ealing 039D,1657,140,95,107,54,84,294,422,289,98,58,16
E01001305,Ealing 035C,1727,72,134,160,72,58,170,416,363,144,106,32
E01001306,Ealing 035D,1638,113,103,134,55,48,188,442,331,132,71,21
E01001307,Ealing 002A,1883,113,123,134,86,100,284,470,327,146,70,30
E01001308,Ealing 002B,1944,87,81,109,75,117,293,404,416,182,123,57
E01001309,Ealing 001C,1854,95,112,148,109,112,260,454,347,124,75,18
E01001310,Ealing 001D,2142,110,139,147,94,125,356,608,343,130,69,21
E01001311,Ealing 001E,2519,169,117,181,113,171,566,559,427,144,57,15
E01001312,Ealing 002C,1971,105,109,146,89,118,338,469,332,142,95,28
E01001313,Ealing 002D,1727,75,78,139,98,92,273,393,307,153,83,36
E01001314,Ealing 002E,1526,73,85,133,68,77,220,366,272,138,73,21
E01001315,Ealing 003A,1467,83,69,125,80,77,206,366,280,101,62,18
E01001316,Ealing 003B,1727,120,146,131,90,128,249,407,290,120,36,10
E01001317,Ealing 003C,2181,133,167,213,117,116,344,530,352,125,63,21
E01001318,Ealing 003D,1949,117,123,184,99,107,276,421,388,153,52,29
E01001319,Ealing 004B,1549,93,74,105,79,108,238,341,307,105,61,38
E01001320,Ealing 003E,1618,121,121,176,107,106,262,331,260,84,37,13
E01001321,Ealing 003F,2266,139,139,168,143,133,311,474,392,205,114,48
E01001322,Ealing 004C,2073,115,131,183,102,114,317,492,366,164,65,24
E01001323,Ealing 004D,2012,156,133,161,88,97,339,501,323,112,68,34
E01001324,Ealing 008B,1666,141,126,123,66,81,275,403,293,101,39,18
E01001325,Ealing 009A,1984,112,126,227,99,125,266,408,368,139,85,29
E01001326,Ealing 008C,1962,222,147,162,86,102,327,361,368,105,50,32
E01001327,Ealing 009B,1896,113,112,152,116,144,268,410,376,128,59,18
E01001328,Ealing 009C,1824,102,138,187,103,127,243,398,327,103,66,30
E01001329,Ealing 009D,1964,132,124,236,113,106,266,412,369,119,68,19
E01001330,Ealing 008D,1856,142,144,200,109,101,282,397,330,73,59,19
E01001331,Ealing 009E,1797,159,164,182,106,128,233,435,267,72,42,9
E01001332,Ealing 008E,1593,136,117,138,89,85,249,380,255,94,39,11
E01001333,Ealing 038A,2466,142,165,224,139,145,367,572,409,155,99,49
E01001334,Ealing 029C,1665,112,123,162,101,112,247,361,251,124,58,14
E01001335,Ealing 038B,1799,88,109,107,102,100,255,339,374,187,88,50
E01001336,Ealing 038C,1841,96,115,115,62,142,331,357,345,174,76,28
E01001337,Ealing 029D,2121,135,109,159,76,130,463,484,385,110,54,16
E01001338,Ealing 029E,1863,106,111,140,93,95,281,429,301,159,86,62
E01001339,Ealing 029F,2182,149,125,198,111,164,400,458,392,117,50,18
E01001340,Ealing 029G,1564,110,73,114,73,84,332,412,278,63,17,8
E01001341,Ealing 005A,1794,91,119,139,87,107,280,415,320,134,70,32
E01001342,Ealing 005B,1901,98,100,134,88,110,314,462,359,144,66,26
E01001343,Ealing 005C,1438,76,78,85,58,86,190,327,281,163,73,21
E01001344,Ealing 007A,2290,153,151,156,85,86,374,643,372,149,96,25
E01001345,Ealing 005D,1757,80,98,146,111,137,230,405,351,105,67,27
E01001346,Ealing 007B,1954,96,124,192,88,105,238,449,385,149,87,41
E01001347,Ealing 007C,1969,84,83,124,132,128,313,485,393,125,75,27
E01001348,Ealing 007D,1674,120,105,114,66,80,248,419,301,130,64,27
E01001349,Ealing 006E,1411,72,73,105,73,84,213,298,299,115,53,26
E01001350,Ealing 027C,1439,66,58,92,48,84,258,310,290,129,75,29
E01001351,Ealing 025E,1969,117,120,129,64,115,390,430,345,140,69,50
E01001352,Ealing 027D,1583,67,74,92,55,113,334,394,286,99,54,15
E01001353,Ealing 033A,1414,68,73,84,54,82,306,331,257,89,50,20
E01001354,Ealing 027E,2057,94,83,110,58,103,372,520,399,149,105,64
E01001355,Ealing 033B,1956,114,108,75,62,118,482,485,304,122,57,29
E01001356,Ealing 033C,1496,133,119,127,76,84,225,331,243,83,57,18
E01001357,Ealing 033D,2748,205,162,160,118,156,698,757,333,90,49,20
E01001358,Ealing 033E,1990,180,91,138,84,107,546,539,209,61,26,9
E01001359,Ealing 026A,2462,125,166,220,154,167,369,559,428,132,101,41
E01001360,Ealing 026B,2217,97,107,160,135,158,307,532,448,140,98,35
E01001361,Ealing 023E,2277,144,170,181,128,150,340,575,380,126,70,13
E01001362,Ealing 026C,2625,165,217,234,160,156,358,667,437,145,67,19
E01001363,Ealing 026D,1993,142,148,200,116,121,279,450,327,121,67,22
E01001364,Ealing 026E,1833,106,100,166,115,155,273,384,305,114,87,28
E01001365,Ealing 026F,2577,137,151,216,126,186,341,631,469,186,96,38
E01001366,Ealing 044C,2051,131,142,205,120,143,277,488,338,129,59,19
E01001367,Ealing 043B,2710,182,167,292,150,193,372,702,473,99,65,15
E01001368,Ealing 044D,1763,74,92,158,104,118,260,413,320,134,71,19
E01001369,Ealing 038D,2066,116,155,177,119,113,328,483,348,148,60,19
E01001370,Ealing 044A,2174,116,127,211,112,151,336,501,393,147,59,21
E01001371,Ealing 044B,2307,143,179,222,136,158,288,560,383,127,92,19
E01001372,Ealing 043C,2553,193,173,236,142,166,409,646,367,153,55,13
E01001373,Ealing 043A,2079,111,143,185,141,142,288,545,356,107,44,17
E01001374,Ealing 040A,1944,115,106,110,57,90,410,523,328,133,56,16
E01001375,Ealing 034A,1696,107,104,118,38,50,233,418,371,166,61,30
E01001376,Ealing 040B,1706,115,101,108,51,97,310,469,262,95,75,23
E01001377,Ealing 034B,1640,72,109,99,71,81,209,324,383,164,97,31
E01001379,Ealing 034C,1737,121,96,135,70,70,206,426,400,121,75,17
E01001380,Ealing 040C,2309,141,115,113,70,134,468,687,326,138,97,20
E01001381,Ealing 034D,1880,125,128,101,32,119,362,520,314,108,55,16
E01001382,Ealing 032B,1479,87,86,129,70,48,138,330,345,143,69,34
E01001383,Ealing 028D,1752,100,94,126,66,90,277,436,354,120,63,26
E01001384,Ealing 032C,1751,134,106,98,48,81,280,500,325,104,53,22
E01001385,Ealing 032D,1678,114,127,112,43,59,237,470,304,119,69,24
E01001386,Ealing 031F,1799,90,94,124,70,102,233,449,399,130,84,24
E01001387,Ealing 032E,1535,72,64,60,38,68,339,367,309,112,68,38
E01001388,Ealing 028E,1439,82,79,104,46,73,266,326,265,115,71,12
E01001389,Ealing 028F,1826,125,80,105,54,129,355,498,268,121,69,22
E01001390,Enfield 036A,1818,106,99,92,53,77,344,454,364,136,63,30
E01001391,Enfield 036B,1782,120,82,80,87,94,304,550,283,95,62,25
E01001392,Enfield 032A,1866,103,102,124,68,91,268,471,349,162,93,35
E01001393,Enfield 036C,1969,124,126,105,62,92,387,540,320,133,63,17
E01001394,Enfield 035A,1994,76,106,136,66,169,387,433,347,161,84,29
E01001395,Enfield 035B,1629,75,95,130,79,106,279,359,314,110,61,21
E01001396,Enfield 036D,1461,74,67,77,62,93,224,334,286,116,83,45
E01001397,Enfield 035C,2163,186,128,180,83,150,344,513,372,117,55,35
E01001398,Enfield 021A,1341,78,99,96,54,53,128,310,275,153,66,29
E01001399,Enfield 021B,1482,70,76,123,56,86,182,265,343,163,89,29
E01001400,Enfield 021C,1562,73,70,98,49,86,147,267,319,220,158,75
E01001401,Enfield 016A,1389,72,92,128,80,73,168,297,258,119,74,28
E01001402,Enfield 021D,1850,97,88,109,65,94,232,398,413,196,118,40
E01001403,Enfield 021E,1704,131,81,110,67,106,209,321,320,198,101,60
E01001404,Enfield 026A,1479,92,112,98,61,81,182,316,281,145,74,37
E01001405,Enfield 015A,1804,101,69,92,43,61,223,333,324,214,189,155
E01001406,Enfield 015B,1659,132,106,109,73,89,264,387,300,112,63,24
E01001407,Enfield 005A,1593,84,125,133,77,90,174,359,332,124,72,23
E01001408,Enfield 004A,1675,136,133,118,51,59,228,394,336,119,74,27
E01001409,Enfield 005B,2034,155,174,177,96,121,270,472,357,130,64,18
E01001410,Enfield 005C,2186,150,194,218,146,133,304,476,363,100,52,50
E01001411,Enfield 004B,1905,136,161,167,84,69,210,488,310,174,86,20
E01001412,Enfield 004C,1756,114,79,142,72,107,218,333,379,146,120,46
E01001413,Enfield 004D,1638,86,100,132,65,68,125,352,335,183,110,82
E01001414,Enfield 004E,1669,112,129,154,100,88,222,334,260,139,85,46
E01001415,Enfield 011A,2052,155,117,145,63,76,292,486,316,186,153,63
E01001416,Enfield 013A,1725,77,95,151,55,75,177,362,384,193,104,52
E01001417,Enfield 011B,1888,81,95,157,71,93,205,341,390,223,137,95
E01001418,Enfield 011C,1739,89,79,145,68,69,201,377,330,168,151,62
E01001419,Enfield 020A,1971,120,120,135,81,97,274,419,356,165,140,64
E01001420,Enfield 020B,1783,92,109,167,107,127,194,388,321,156,84,38
E01001421,Enfield 020C,1676,114,100,146,57,59,230,397,231,119,141,82
E01001422,Enfield 011D,1676,68,75,134,71,95,142,276,385,200,164,66
E01001423,Enfield 027A,1729,120,115,152,108,141,206,321,321,137,78,30
E01001424,Enfield 030A,1224,106,84,112,55,101,197,264,206,58,35,6
E01001425,Enfield 027B,2022,170,190,202,119,157,283,465,287,94,45,10
E01001426,Enfield 030B,1824,118,132,182,126,116,273,382,332,101,50,12
E01001427,Enfield 030C,1745,111,139,172,100,117,228,386,315,101,53,23
E01001428,Enfield 027C,1722,97,111,182,126,127,239,353,319,106,45,17
E01001429,Enfield 030D,2328,185,167,193,128,118,326,500,403,166,100,42
E01001430,Enfield 030E,2016,148,186,256,133,129,282,416,334,76,45,11
E01001431,Enfield 033A,1786,140,150,169,125,110,280,357,319,96,34,6
E01001432,Enfield 033B,1869,118,151,125,95,119,289,372,360,87,56,97
E01001433,Enfield 007A,1820,104,138,227,139,121,229,389,319,87,47,20
E01001434,Enfield 007B,1590,95,129,162,87,104,202,321,318,97,56,19
E01001435,Enfield 007C,1518,86,94,154,96,119,206,274,288,101,76,24
E01001436,Enfield 007D,1934,127,139,192,113,133,252,370,359,127,94,28
E01001437,Enfield 014A,2273,166,163,256,132,145,324,477,377,122,80,31
E01001438,Enfield 007E,1674,111,117,164,90,109,263,342,302,92,63,21
E01001439,Enfield 006A,2128,171,166,238,135,137,290,455,362,96,58,20
E01001440,Enfield 012A,1675,100,119,184,103,99,172,339,339,106,81,33
E01001441,Enfield 006B,1643,143,109,174,100,90,239,352,296,96,34,10
E01001442,Enfield 002A,1732,124,150,171,102,123,266,330,290,95,56,25
E01001444,Enfield 001A,1907,148,163,203,115,106,256,351,348,115,81,21
E01001445,Enfield 003B,2799,277,212,276,131,130,487,686,435,104,43,18
E01001446,Enfield 001B,1860,123,123,170,96,125,252,384,359,114,83,31
E01001447,Enfield 003C,1991,122,152,204,116,124,239,403,384,142,77,28
E01001448,Enfield 003D,1981,134,163,239,125,122,283,358,387,89,61,20
E01001449,Enfield 003E,1644,72,138,180,126,108,196,344,298,112,57,13
E01001450,Enfield 015C,2378,161,139,164,80,117,424,566,387,187,101,52
E01001451,Enfield 017A,1665,72,80,107,58,84,194,318,386,184,123,59
E01001452,Enfield 017B,1373,62,92,95,64,80,106,263,311,151,110,39
E01001453,Enfield 017C,1659,81,95,152,57,52,144,316,355,203,146,58
E01001454,Enfield 017D,1700,77,109,152,73,73,148,318,353,186,129,82
E01001455,Enfield 021F,1456,88,84,97,60,64,161,315,298,152,96,41
E01001456,Enfield 022A,1396,62,87,123,55,67,132,282,328,148,84,28
E01001457,Enfield 010A,1811,90,84,171,36,52,216,466,314,164,114,104
E01001458,Enfield 037A,1787,130,135,178,113,116,253,402,278,115,57,10
E01001459,Enfield 024A,1719,91,112,169,107,124,206,345,303,133,97,32
E01001460,Enfield 024B,2112,206,188,201,105,128,360,477,314,72,46,15
E01001461,Enfield 027D,1575,116,74,124,101,124,221,320,289,101,52,53
E01001462,Enfield 024C,1458,106,92,99,70,100,277,244,324,87,45,14
E01001463,Enfield 031A,1561,71,97,129,94,94,233,319,313,111,79,21
E01001464,Enfield 027E,1317,63,72,112,88,125,196,230,267,92,52,20
E01001465,Enfield 031B,1562,86,85,127,84,106,198,322,321,138,71,24
E01001466,Enfield 031C,1997,148,201,248,92,129,286,365,324,141,46,17
E01001467,Enfield 031D,1998,120,155,252,152,124,224,426,385,114,29,17
E01001468,Enfield 010B,1416,92,93,104,56,55,164,319,246,143,91,53
E01001469,Enfield 008A,1767,109,109,149,79,92,212,430,335,132,78,42
E01001470,Enfield 013B,1650,67,94,142,64,90,139,331,366,154,132,71
E01001471,Enfield 010C,1908,118,107,108,63,59,320,423,322,171,154,63
E01001472,Enfield 010D,1654,92,99,120,55,69,235,360,312,168,92,52
E01001473,Enfield 013C,1594,98,103,138,79,85,187,279,351,138,101,35
E01001474,Enfield 010E,1897,107,101,127,60,63,209,402,387,234,150,57
E01001475,Enfield 013D,1801,82,126,129,79,108,170,354,368,214,118,53
E01001476,Enfield 018A,1749,109,123,167,101,115,221,344,327,137,76,29
E01001477,Enfield 018B,1976,97,171,207,126,125,235,413,371,138,74,19
E01001478,Enfield 016B,1657,88,84,163,89,133,223,328,314,122,85,28
E01001479,Enfield 023A,1790,135,133,165,90,96,226,368,343,110,86,38
E01001480,Enfield 024D,1588,152,97,101,78,88,251,286,300,127,75,33
E01001481,Enfield 018C,1796,101,122,172,113,117,249,343,318,136,93,32
E01001482,Enfield 023B,1924,132,135,216,125,119,239,403,329,119,80,27
E01001483,Enfield 025A,1186,112,96,81,64,67,208,263,181,68,29,17
E01001484,Enfield 016C,1416,109,100,129,76,81,194,281,254,95,66,31
E01001485,Enfield 025B,1858,95,166,186,118,115,257,372,337,107,77,28
E01001486,Enfield 025C,2147,126,169,200,115,146,305,464,386,146,64,26
E01001487,Enfield 023C,1940,112,160,221,125,120,244,415,333,110,73,27
E01001488,Enfield 024E,1979,119,154,226,124,136,266,407,334,125,66,22
E01001489,Enfield 023D,1890,133,169,187,115,145,219,392,337,98,66,29
E01001491,Enfield 023E,1948,109,164,179,108,132,277,422,353,137,46,21
E01001492,Enfield 025E,2039,119,126,204,128,151,293,407,381,126,75,29
E01001493,Enfield 026B,1910,89,121,132,89,126,234,394,423,158,114,30
E01001494,Enfield 026C,1477,77,103,93,70,74,165,296,300,155,107,37
E01001495,Enfield 029A,1841,115,98,108,65,75,298,499,359,120,76,28
E01001496,Enfield 026D,1900,95,108,126,78,89,227,465,360,206,107,39
E01001497,Enfield 031E,1457,94,96,123,74,84,175,313,270,118,78,32
E01001498,Enfield 029B,1836,122,97,113,72,87,326,475,351,102,62,29
E01001499,Enfield 031F,1539,79,79,102,73,93,205,304,328,131,101,44
E01001500,Enfield 035D,1591,135,89,105,51,93,246,319,315,122,77,39
E01001501,Enfield 036E,2220,181,136,121,89,129,367,582,366,136,77,36
E01001502,Enfield 018D,1952,100,157,187,116,166,243,370,390,123,80,20
E01001503,Enfield 018E,1886,119,137,207,114,120,205,381,341,136,96,30
E01001504,Enfield 012B,2139,187,159,213,160,164,329,372,344,92,94,25
E01001505,Enfield 012C,1957,98,143,204,144,170,236,431,366,95,51,19
E01001507,Enfield 012D,2585,146,225,323,208,324,290,475,387,103,74,30
E01001508,Enfield 012E,2441,188,210,298,168,135,320,620,331,102,53,16
E01001509,Enfield 014C,1773,143,167,184,90,85,239,416,280,97,52,20
E01001511,Enfield 016D,1925,149,177,198,97,95,204,479,316,116,70,24
E01001512,Enfield 015D,2274,173,159,161,69,97,388,616,367,128,69,47
E01001513,Enfield 012F,1982,165,146,183,123,131,296,399,360,93,58,28
E01001514,Enfield 016E,1765,127,138,137,100,78,245,439,329,103,54,15
E01001515,Enfield 015E,2046,160,171,220,118,145,289,479,326,93,36,9
E01001516,Enfield 005D,2123,141,156,189,151,131,340,426,374,118,79,18
E01001517,Enfield 006C,2045,111,191,232,137,166,239,403,344,111,77,34
E01001518,Enfield 016F,1689,94,113,128,84,104,246,361,319,128,87,25
E01001520,Enfield 019A,1857,124,110,146,67,73,254,440,350,161,103,29
E01001521,Enfield 028A,1876,100,123,156,89,80,199,437,381,156,99,56
E01001522,Enfield 019B,1818,121,146,169,75,63,206,521,302,86,82,47
E01001523,Enfield 019C,1846,132,145,140,83,76,184,437,311,132,109,97
E01001524,Enfield 019D,1561,86,106,99,78,86,220,359,303,135,64,25
E01001525,Enfield 020E,1964,96,132,151,83,72,225,506,380,139,120,60
E01001526,Enfield 019E,1605,73,81,119,64,72,162,332,354,167,126,55
E01001527,Enfield 036F,2053,175,94,125,79,83,319,472,342,207,112,45
E01001528,Enfield 032B,1690,118,115,139,81,108,351,375,258,96,39,10
E01001529,Enfield 032C,1788,118,81,128,92,166,336,434,303,62,47,21
E01001530,Enfield 032D,1726,105,103,167,96,105,264,399,297,97,66,27
E01001531,Enfield 028B,1435,78,84,110,54,54,150,286,334,138,107,40
E01001532,Enfield 028C,1663,88,82,107,78,69,169,347,388,186,106,43
E01001533,Enfield 028D,1665,88,111,122,59,71,137,307,356,192,140,82
E01001534,Enfield 032E,1690,87,92,129,58,80,252,364,317,145,119,47
E01001535,Enfield 028E,1406,67,78,95,44,68,159,305,261,178,104,47
E01001536,Enfield 008B,1971,103,114,148,92,90,245,464,395,179,96,45
E01001537,Enfield 005E,1714,125,121,135,76,82,212,390,305,150,82,36
E01001538,Enfield 009A,1675,91,82,137,79,89,177,309,387,196,96,32
E01001539,Enfield 009B,1656,107,103,120,65,92,170,359,353,150,89,48
E01001540,Enfield 008C,1903,162,96,132,58,61,291,436,387,147,100,33
E01001541,Enfield 008D,1532,121,106,119,45,45,162,406,310,122,73,23
E01001542,Enfield 008E,1567,106,107,143,57,71,230,369,249,120,83,32
E01001543,Enfield 009C,1617,87,101,123,75,91,159,321,365,149,98,48
E01001544,Enfield 009D,1693,87,109,123,53,88,174,340,379,193,91,56
E01001545,Enfield 002B,1883,119,126,223,126,150,243,365,376,87,51,17
E01001546,Enfield 001C,1813,112,146,195,106,123,258,356,327,100,57,33
E01001547,Enfield 002C,2093,104,151,211,120,140,280,418,412,128,96,33
E01001548,Enfield 002D,1927,124,175,221,131,107,222,396,344,109,77,21
E01001549,Enfield 006D,2355,229,276,301,150,134,290,442,351,102,59,21
E01001550,Enfield 006E,1771,127,120,200,110,126,240,359,331,101,43,14
E01001551,Enfield 002E,1793,99,125,153,101,115,233,384,324,134,86,39
E01001552,Enfield 001D,1945,104,115,195,110,129,210,399,357,150,95,81
E01001553,Enfield 037B,1756,106,103,194,147,149,219,339,340,76,68,15
E01001554,Enfield 037C,1798,117,149,172,86,119,287,369,372,77,30,20
E01001555,Enfield 033C,2236,138,208,208,123,124,305,598,333,101,74,24
E01001556,Enfield 035E,1593,84,99,112,65,98,222,331,310,149,84,39
E01001557,Enfield 033D,1715,120,131,162,91,121,244,335,319,131,47,14
E01001558,Enfield 033E,2065,191,222,208,160,144,281,445,297,72,35,10
E01001559,Enfield 033F,2129,168,186,205,131,138,327,418,347,117,56,36
E01001560,Enfield 035F,1568,91,81,123,88,120,242,313,305,134,52,19
E01001562,Enfield 037D,2232,163,173,196,132,132,361,491,381,103,57,43
E01001563,Enfield 029C,1736,133,90,101,55,73,271,427,367,124,61,34
E01001564,Enfield 022B,1660,116,96,127,60,53,194,403,342,137,81,51
E01001565,Enfield 029D,1677,86,94,108,65,82,192,369,359,179,94,49
E01001566,Enfield 029E,1782,109,82,108,57,84,248,378,410,170,84,52
E01001567,Enfield 022C,1544,91,93,125,57,44,124,313,357,187,109,44
E01001568,Enfield 022D,1882,72,114,139,66,81,208,395,372,249,144,42
E01001569,Enfield 022E,1769,121,92,117,57,93,253,408,357,155,82,34
E01001570,Enfield 026E,1901,139,154,134,84,96,261,469,315,126,75,48
E01001571,Greenwich 008A,1809,100,133,150,73,130,294,432,324,118,43,12
E01001572,Greenwich 008B,1738,117,118,133,66,86,293,390,323,113,82,17
E01001573,Greenwich 008C,1574,74,84,134,91,111,232,330,325,137,42,14
E01001574,Greenwich 008D,1924,160,180,178,83,89,271,471,326,100,54,12
E01001575,Greenwich 003A,1817,95,157,261,136,107,211,382,320,96,38,14
E01001576,Greenwich 003B,1994,121,188,235,94,109,325,408,325,96,53,40
E01001577,Greenwich 003C,2016,202,174,207,95,127,263,414,359,98,47,30
E01001578,Greenwich 003D,2309,156,178,182,108,134,453,524,379,124,53,18
E01001579,Greenwich 003E,1737,101,135,191,107,104,225,390,309,105,50,20
E01001580,Greenwich 021A,1640,80,80,104,34,57,316,440,316,113,81,19
E01001581,Greenwich 016A,1577,71,87,111,39,73,296,401,284,121,66,28
E01001582,Greenwich 021B,1533,82,142,133,40,67,192,345,278,104,111,39
E01001583,Greenwich 021C,1565,71,70,97,44,66,310,402,287,108,81,29
E01001584,Greenwich 021D,1503,86,85,85,26,52,237,378,249,128,111,66
E01001585,Greenwich 016B,1530,102,112,129,59,52,209,380,327,89,47,24
E01001586,Greenwich 016C,1423,94,73,78,57,44,220,304,271,149,81,52
E01001587,Greenwich 016D,1981,95,93,114,54,85,376,552,341,162,84,25
E01001588,Greenwich 012A,1693,74,92,121,89,99,217,374,310,158,94,65
E01001589,Greenwich 012B,1851,132,129,156,79,121,327,427,294,117,50,19
E01001590,Greenwich 014A,1705,86,90,109,40,100,323,471,303,106,60,17
E01001591,Greenwich 012C,2103,162,133,147,139,150,356,461,375,91,71,18
E01001592,Greenwich 014B,1933,148,115,137,50,68,379,531,331,113,46,15
E01001593,Greenwich 014C,1792,124,123,114,37,65,254,514,321,144,68,28
E01001594,Greenwich 014D,2367,120,175,180,119,124,474,578,411,104,57,25
E01001595,Greenwich 012D,2222,146,219,234,108,118,317,501,371,129,60,19
E01001596,Greenwich 032A,1741,131,113,114,74,84,196,375,331,180,106,37
E01001597,Greenwich 031A,1558,89,85,100,63,80,231,308,312,159,90,41
E01001598,Greenwich 031B,1609,80,96,101,49,83,206,336,327,173,126,32
E01001599,Greenwich 032B,1678,126,105,129,81,98,203,341,333,150,82,30
E01001600,Greenwich 032C,1506,94,88,96,58,76,236,347,265,136,86,24
E01001601,Greenwich 032D,1503,81,91,89,54,91,142,330,301,161,114,49
E01001602,Greenwich 031C,2126,118,148,205,133,145,270,446,406,138,85,32
E01001603,Greenwich 031D,1758,131,150,140,65,78,258,381,326,124,64,41
E01001604,Greenwich 027A,1548,95,104,120,61,73,195,372,281,139,76,32
E01001605,Greenwich 023A,1520,90,104,108,55,60,139,328,326,170,89,51
E01001606,Greenwich 023B,1628,117,102,117,50,78,182,396,337,149,78,22
E01001607,Greenwich 027B,1609,105,100,112,55,74,188,378,307,168,86,36
E01001608,Greenwich 027C,1444,68,91,122,65,74,118,282,293,166,123,42
E01001609,Greenwich 027D,1692,95,96,101,53,100,193,352,352,195,95,60
E01001610,Greenwich 023C,1762,142,125,119,55,75,197,439,318,160,90,42
E01001611,Greenwich 023D,1767,114,119,132,80,88,197,413,342,138,95,49
E01001613,Greenwich 028A,1756,108,113,127,57,77,250,401,281,179,103,60
