LSOA21CD,LSOA21NM,borough_name,group,grid_mean_mismatch,grid_mean_lisa_cluster_analytical,grid_local_moran_i_permutation,grid_local_moran_p_permutation,grid_local_moran_q_bh,grid_mean_lisa_cluster_fdr,analytical_high_high,fdr_high_high
E01002198,Harrow 010C,Harrow,children_and_adolescents,0.447950646624457,Not significant,0.222523207779311,0.0284,0.0716748230535895,Not significant,FALSE,FALSE
E01002199,Harrow 012C,Harrow,children_and_adolescents,1.42756058554548,Not significant,0.338433972199138,0.1547,0.225163636363636,Not significant,FALSE,FALSE
E01002200,Harrow 010D,Harrow,children_and_adolescents,1.57214379135453,Not significant,0.747256170288204,0.0229,0.062230157866086,Not significant,FALSE,FALSE
E01002201,Harrow 012D,Harrow,children_and_adolescents,0.743470248090612,Not significant,0.320832569312694,0.0263,0.0678850051706308,Not significant,FALSE,FALSE
E01002202,Harrow 012E,Harrow,children_and_adolescents,1.79671917787965,Not significant,0.514773312228641,0.0883,0.154069765816148,Not significant,FALSE,FALSE
E01002203,Harrow 010E,Harrow,children_and_adolescents,1.47480478620183,High-high mismatch cluster,0.680824803792471,0.0122,0.0400673684210526,High-high mismatch cluster,TRUE,TRUE
E01002204,Harrow 032A,Harrow,children_and_adolescents,0.292583075331433,High-high mismatch cluster,0.119074404431097,0.0185,0.0534135338345865,Not significant,TRUE,FALSE
E01002206,Harrow 032B,Harrow,children_and_adolescents,1.20928112597464,Not significant,0.534681431748848,0.0507,0.105676158663883,Not significant,FALSE,FALSE
E01002207,Harrow 032C,Harrow,children_and_adolescents,1.95626965720269,High-high mismatch cluster,0.984699477106089,0.0161,0.0484747889022919,High-high mismatch cluster,TRUE,TRUE
E01002208,Harrow 025A,Harrow,children_and_adolescents,0.131905298392614,Not significant,0.0479655355329498,0.0938,0.160469362577108,Not significant,FALSE,FALSE
E01002209,Harrow 025B,Harrow,children_and_adolescents,-0.434007377492919,Not significant,-0.0901448545897081,0.207,0.275264784230155,Not significant,FALSE,FALSE
E01002210,Harrow 032D,Harrow,children_and_adolescents,1.49084903179792,Not significant,0.373321673056476,0.1808,0.250709333333333,Not significant,FALSE,FALSE
E01002211,Harrow 028A,Harrow,children_and_adolescents,2.06528400372628,Not significant,0.917932598741278,0.0658,0.125851954022989,Not significant,FALSE,FALSE
E01002212,Harrow 028B,Harrow,children_and_adolescents,1.36355381254477,Not significant,0.363467786336891,0.1069,0.176120396039604,Not significant,FALSE,FALSE
E01002214,Harrow 031A,Harrow,children_and_adolescents,1.00092172688214,Not significant,0.513793770881983,0.0213,0.0588431654676259,Not significant,FALSE,FALSE
E01002215,Harrow 031B,Harrow,children_and_adolescents,0.0206126780608755,Not significant,0.00817313437347747,0.0696,0.130716027088036,Not significant,FALSE,FALSE
E01002216,Harrow 028C,Harrow,children_and_adolescents,1.92743025312213,Not significant,0.673440288741782,0.0986,0.166175286968265,Not significant,FALSE,FALSE
E01002217,Harrow 028D,Harrow,children_and_adolescents,1.36319398744407,Not significant,0.621021480063129,0.0632,0.122712718786464,Not significant,FALSE,FALSE
E01002218,Harrow 030A,Harrow,children_and_adolescents,-0.734607501627606,Not significant,-0.148622796150708,0.2172,0.285107125953195,Not significant,FALSE,FALSE
E01002219,Harrow 030B,Harrow,children_and_adolescents,0.0406797455018608,Not significant,0.00805992183109671,0.2057,0.274034035742865,Not significant,FALSE,FALSE
E01002220,Harrow 031C,Harrow,children_and_adolescents,0.0972135185388957,Not significant,0.0238514487989673,0.1916,0.260973315143247,Not significant,FALSE,FALSE
E01002221,Harrow 030C,Harrow,children_and_adolescents,-0.742088019767187,Not significant,-0.111949796020378,0.2812,0.339272674559072,Not significant,FALSE,FALSE
E01002222,Harrow 030D,Harrow,children_and_adolescents,1.68024922419878,Not significant,0.293175184819792,0.2338,0.299264,Not significant,FALSE,FALSE
E01002223,Harrow 031D,Harrow,children_and_adolescents,0.932413039061689,Not significant,0.384904303593816,0.0404,0.0915880108991826,Not significant,FALSE,FALSE
E01002224,Harrow 031E,Harrow,children_and_adolescents,1.79999516133604,Not significant,0.928634072119237,0.0232,0.0626362358031368,Not significant,FALSE,FALSE
E01002225,Harrow 001C,Harrow,children_and_adolescents,0.842860475933365,High-high mismatch cluster,0.489657440593862,0.0126,0.0410301369863014,High-high mismatch cluster,TRUE,TRUE
E01002226,Harrow 001D,Harrow,children_and_adolescents,0.322240775778797,Not significant,0.169408458524584,0.0375,0.0871102838529549,Not significant,FALSE,FALSE
E01002227,Harrow 003A,Harrow,children_and_adolescents,2.47701789956389,Not significant,1.24424225908256,0.027,0.0691909650924025,Not significant,FALSE,FALSE
E01002228,Harrow 003B,Harrow,children_and_adolescents,1.63758519265008,Not significant,0.839944157890889,0.0235,0.0630709677419355,Not significant,FALSE,FALSE
E01002229,Harrow 003C,Harrow,children_and_adolescents,1.42277112229159,Not significant,0.659989047931696,0.0251,0.0656360398114196,Not significant,FALSE,FALSE
E01002230,Harrow 003D,Harrow,children_and_adolescents,1.73731286617914,High-high mismatch cluster,0.834510816513195,0.0136,0.0431603305785124,High-high mismatch cluster,TRUE,TRUE
E01002231,Harrow 013E,Harrow,children_and_adolescents,1.43333077858377,High-high mismatch cluster,0.772694872518484,0.0186,0.0535783035199077,Not significant,TRUE,FALSE
E01002232,Harrow 011A,Harrow,children_and_adolescents,-0.556634415089424,Low-high spatial outlier,-0.360793903262525,0.0023,0.0129589164785553,Low-high spatial outlier,FALSE,FALSE
E01002233,Harrow 011B,Harrow,children_and_adolescents,1.09858789123162,Not significant,0.432910763933263,0.0407,0.0920590847304032,Not significant,FALSE,FALSE
E01002234,Harrow 011C,Harrow,children_and_adolescents,3.64841287680551,High-high mismatch cluster,2.88548669615471,0.0003,0.0031661733615222,High-high mismatch cluster,TRUE,TRUE
E01002235,Harrow 011D,Harrow,children_and_adolescents,2.00491399267575,Not significant,0.837146138123315,0.086,0.151272727272727,Not significant,FALSE,FALSE
E01002236,Harrow 011E,Harrow,children_and_adolescents,1.75291518291072,High-high mismatch cluster,1.06035006085553,0.0083,0.0306688378978534,High-high mismatch cluster,TRUE,TRUE
E01002237,Harrow 024A,Harrow,children_and_adolescents,-0.0954676315725457,Not significant,-0.00821548476331003,0.4071,0.437135556033556,Not significant,FALSE,FALSE
E01002238,Harrow 024B,Harrow,children_and_adolescents,1.0547739119762,Not significant,0.274624942850888,0.1172,0.187160076775432,Not significant,FALSE,FALSE
E01002239,Harrow 025C,Harrow,children_and_adolescents,-0.157410509132067,Not significant,-0.0314467085640871,0.2134,0.28174895530283,Not significant,FALSE,FALSE
E01002240,Harrow 024C,Harrow,children_and_adolescents,0.502522834007716,Not significant,0.00701981523532903,0.49,0.493360225897539,Not significant,FALSE,FALSE
E01002241,Harrow 025D,Harrow,children_and_adolescents,0.779556419831466,Not significant,0.198252916422854,0.1418,0.21251144397843,Not significant,FALSE,FALSE
E01002242,Harrow 024D,Harrow,children_and_adolescents,1.44042698903697,Not significant,0.203284316812737,0.2928,0.348262473195139,Not significant,FALSE,FALSE
E01002243,Havering 013A,Havering,children_and_adolescents,0.622482266241744,Not significant,0.171714307929149,0.1668,0.237565078459344,Not significant,FALSE,FALSE
E01002244,Havering 011A,Havering,children_and_adolescents,0.986421336831938,High-high mismatch cluster,0.646803750079672,0.0008,0.0061724884080371,High-high mismatch cluster,TRUE,TRUE
E01002245,Havering 011B,Havering,children_and_adolescents,0.630843133384332,Not significant,0.303003787662899,0.0232,0.0626362358031368,Not significant,FALSE,FALSE
E01002246,Havering 017A,Havering,children_and_adolescents,0.602969934797314,High-high mismatch cluster,0.55182704839891,0.0015,0.0096,High-high mismatch cluster,TRUE,TRUE
E01002247,Havering 017B,Havering,children_and_adolescents,3.80401800551157,Not significant,1.81358239565246,0.0232,0.0626362358031368,Not significant,FALSE,FALSE
E01002248,Havering 017C,Havering,children_and_adolescents,1.7552899519155,High-high mismatch cluster,1.10515532823524,0.0015,0.0096,High-high mismatch cluster,TRUE,TRUE
E01002250,Havering 017E,Havering,children_and_adolescents,2.49304573157443,High-high mismatch cluster,1.55878660112698,0.0001,0.00156,High-high mismatch cluster,TRUE,TRUE
E01002251,Havering 017F,Havering,children_and_adolescents,2.38741289475728,Not significant,1.34753859018191,0.0265,0.0682600619195046,Not significant,FALSE,FALSE
E01002252,Havering 018A,Havering,children_and_adolescents,1.23326828760877,Not significant,0.691329687213006,0.0257,0.0668896767466111,Not significant,FALSE,FALSE
E01002253,Havering 019A,Havering,children_and_adolescents,1.17711138120533,High-high mismatch cluster,0.619047915127082,0.0084,0.0309238938053097,High-high mismatch cluster,TRUE,TRUE
E01002254,Havering 019B,Havering,children_and_adolescents,0.531343637064116,Not significant,0.186481442946812,0.0617,0.120503286384977,Not significant,FALSE,FALSE
E01002255,Havering 022A,Havering,children_and_adolescents,2.2917487893239,Not significant,0.32810717883055,0.2706,0.331005929919137,Not significant,FALSE,FALSE
E01002256,Havering 018B,Havering,children_and_adolescents,1.42673525989664,Not significant,0.545799794054392,0.1057,0.174662164846077,Not significant,FALSE,FALSE
E01002257,Havering 019C,Havering,children_and_adolescents,0.0825901517176809,Not significant,0.00967758662403286,0.3438,0.390767213114754,Not significant,FALSE,FALSE
E01002258,Havering 018C,Havering,children_and_adolescents,0.961743020090908,Not significant,0.491063113609965,0.0397,0.0905769652650823,Not significant,FALSE,FALSE
E01002259,Havering 018D,Havering,children_and_adolescents,2.22638613071123,Not significant,0.999211716988961,0.044,0.0968465608465608,Not significant,FALSE,FALSE
E01002260,Havering 026A,Havering,children_and_adolescents,0.769342893463571,High-high mismatch cluster,0.302466760140049,0.0171,0.0505107692307692,Not significant,TRUE,FALSE
E01002261,Havering 026B,Havering,children_and_adolescents,-0.472374436825389,Not significant,0.0297746676723284,0.4016,0.433467502702703,Not significant,FALSE,FALSE
E01002262,Havering 026C,Havering,children_and_adolescents,-0.12710234160447,Not significant,0.00391618008508219,0.44,0.460574543929545,Not significant,FALSE,FALSE
E01002263,Havering 026D,Havering,children_and_adolescents,0.291995783738912,Not significant,0.0218059218423007,0.3935,0.428617063059132,Not significant,FALSE,FALSE
E01002264,Havering 026E,Havering,children_and_adolescents,0.667546918681558,Not significant,-0.0441904411098367,0.3994,0.431746383715894,Not significant,FALSE,FALSE
E01002265,Havering 025A,Havering,children_and_adolescents,-0.428968897971762,Not significant,-0.0434026936976797,0.323,0.374139457202505,Not significant,FALSE,FALSE
E01002266,Havering 027A,Havering,children_and_adolescents,-0.124677749127655,Not significant,-0.0243497122343884,0.2004,0.26943086453003,Not significant,FALSE,FALSE
E01002267,Havering 027B,Havering,children_and_adolescents,-0.487957008319095,Not significant,-0.0564974714191526,0.3599,0.403553638814016,Not significant,FALSE,FALSE
E01002268,Havering 010A,Havering,children_and_adolescents,1.43707065300669,High-high mismatch cluster,0.766045551592965,0.0045,0.0202196219621962,High-high mismatch cluster,TRUE,TRUE
E01002269,Havering 010B,Havering,children_and_adolescents,1.42726412628218,High-high mismatch cluster,0.838253982105568,0.0103,0.0354115702479339,High-high mismatch cluster,TRUE,TRUE
E01002270,Havering 015A,Havering,children_and_adolescents,1.02232839146192,Not significant,0.433049094653254,0.019,0.0543541547277937,Not significant,FALSE,FALSE
E01002271,Havering 015B,Havering,children_and_adolescents,1.96925590630963,Not significant,0.93618351455837,0.0556,0.112098222940226,Not significant,FALSE,FALSE
E01002272,Havering 014A,Havering,children_and_adolescents,0.233125558798625,Not significant,0.0691281686564199,0.1415,0.212313796212804,Not significant,FALSE,FALSE
E01002273,Havering 015C,Havering,children_and_adolescents,1.15701199029626,High-high mismatch cluster,0.597325535449523,0.0143,0.0446998121477771,High-high mismatch cluster,TRUE,TRUE
E01002274,Havering 014B,Havering,children_and_adolescents,0.576990058954114,Not significant,0.0878109303080635,0.2689,0.329410748466258,Not significant,FALSE,FALSE
E01002275,Havering 015D,Havering,children_and_adolescents,0.328740828548431,Not significant,0.0538895045874084,0.2444,0.307858894776684,Not significant,FALSE,FALSE
E01002276,Havering 001A,Havering,children_and_adolescents,1.64005287991234,High-high mismatch cluster,0.985970752923595,0.0094,0.0332564138908576,High-high mismatch cluster,TRUE,TRUE
E01002277,Havering 002A,Havering,children_and_adolescents,2.14114583785319,High-high mismatch cluster,1.37863499101921,0.0042,0.0195764705882353,High-high mismatch cluster,TRUE,TRUE
E01002278,Havering 001B,Havering,children_and_adolescents,1.69074807963657,High-high mismatch cluster,1.28531488281912,0.0004,0.00385482625482626,High-high mismatch cluster,TRUE,TRUE
E01002279,Havering 002B,Havering,children_and_adolescents,1.23143528208696,High-high mismatch cluster,0.848395797949874,0.0071,0.0275822568093385,High-high mismatch cluster,TRUE,TRUE
E01002280,Havering 004A,Havering,children_and_adolescents,3.34757502237031,High-high mismatch cluster,2.59447193662829,0.0011,0.00778893617021277,High-high mismatch cluster,TRUE,TRUE
E01002281,Havering 002C,Havering,children_and_adolescents,1.83744841886692,High-high mismatch cluster,1.12181974219686,0.0021,0.012105311778291,High-high mismatch cluster,TRUE,TRUE
E01002282,Havering 004B,Havering,children_and_adolescents,2.01969197328277,High-high mismatch cluster,1.59587235435051,0.0011,0.00778893617021277,High-high mismatch cluster,TRUE,TRUE
E01002283,Havering 002D,Havering,children_and_adolescents,1.78101703111164,High-high mismatch cluster,1.10300214507523,0.0079,0.0297187641296157,High-high mismatch cluster,TRUE,TRUE
E01002284,Havering 004C,Havering,children_and_adolescents,1.32197542643575,High-high mismatch cluster,0.897632894058179,0.0011,0.00778893617021277,High-high mismatch cluster,TRUE,TRUE
E01002285,Havering 025B,Havering,children_and_adolescents,-0.0998069592443673,Not significant,-0.0155054398358126,0.275,0.333852140077821,Not significant,FALSE,FALSE
E01002286,Havering 025C,Havering,children_and_adolescents,0.459988137905362,Not significant,-0.034888321313983,0.3711,0.412590467706013,Not significant,FALSE,FALSE
E01002287,Havering 023A,Havering,children_and_adolescents,-0.8986149020772,Not significant,0.0112925302089045,0.4649,0.477232325724861,Not significant,FALSE,FALSE
E01002288,Havering 025D,Havering,children_and_adolescents,0.181566627262644,Not significant,0.0192518846481821,0.3857,0.422982073813708,Not significant,FALSE,FALSE
E01002289,Havering 022B,Havering,children_and_adolescents,1.67814817328956,Not significant,0.179283691726299,0.3473,0.393223315944659,Not significant,FALSE,FALSE
E01002290,Havering 025E,Havering,children_and_adolescents,-0.0236467720243843,Not significant,-0.00343101149849684,0.3048,0.358925035360679,Not significant,FALSE,FALSE
E01002291,Havering 023B,Havering,children_and_adolescents,-0.740847199057972,Not significant,-0.111478281467155,0.2773,0.335909148264984,Not significant,FALSE,FALSE
E01002292,Havering 022C,Havering,children_and_adolescents,1.39397678759846,Not significant,0.166009622387339,0.3079,0.361570642201835,Not significant,FALSE,FALSE
E01002294,Havering 007B,Havering,children_and_adolescents,1.20428674882545,Not significant,0.617083365770316,0.0218,0.0598930104567969,Not significant,FALSE,FALSE
E01002295,Havering 010C,Havering,children_and_adolescents,1.30760051196728,Not significant,0.636539036550626,0.0196,0.0556559726962457,Not significant,FALSE,FALSE
E01002296,Havering 007C,Havering,children_and_adolescents,2.04841238159661,High-high mismatch cluster,1.20013268137837,0.0013,0.00879349593495935,High-high mismatch cluster,TRUE,TRUE
E01002297,Havering 004D,Havering,children_and_adolescents,0.56415496218567,High-high mismatch cluster,0.384598866479958,0.0077,0.0292307224334601,High-high mismatch cluster,TRUE,TRUE
E01002298,Havering 007D,Havering,children_and_adolescents,1.03688898213184,Not significant,0.482369236285415,0.0245,0.0647111111111111,Not significant,FALSE,FALSE
E01002299,Havering 002E,Havering,children_and_adolescents,1.14892986829684,High-high mismatch cluster,0.532474168351125,0.0186,0.0535783035199077,Not significant,TRUE,FALSE
E01002300,Havering 007E,Havering,children_and_adolescents,0.255716951971629,Not significant,0.119447144361603,0.0519,0.10728149068323,Not significant,FALSE,FALSE
E01002301,Havering 003A,Havering,children_and_adolescents,0.998474158261947,High-high mismatch cluster,0.78625385368513,0.0001,0.00156,High-high mismatch cluster,TRUE,TRUE
E01002302,Havering 005A,Havering,children_and_adolescents,1.31266363876096,High-high mismatch cluster,0.95320330817678,0.0005,0.00447311827956989,High-high mismatch cluster,TRUE,TRUE
E01002303,Havering 003B,Havering,children_and_adolescents,2.13405022850467,Not significant,0.66531815414059,0.1281,0.198348387096774,Not significant,FALSE,FALSE
E01002304,Havering 003C,Havering,children_and_adolescents,0.888162565696738,High-high mismatch cluster,0.658001801760504,0.0001,0.00156,High-high mismatch cluster,TRUE,TRUE
E01002305,Havering 005B,Havering,children_and_adolescents,2.36360723988904,High-high mismatch cluster,2.09340287211667,0.0001,0.00156,High-high mismatch cluster,TRUE,TRUE
E01002306,Havering 003D,Havering,children_and_adolescents,3.68360536427077,High-high mismatch cluster,2.5349337003883,0.0071,0.0275822568093385,High-high mismatch cluster,TRUE,TRUE
E01002307,Havering 003E,Havering,children_and_adolescents,3.04988031648345,High-high mismatch cluster,2.70094135928425,0.0018,0.0108129963898917,High-high mismatch cluster,TRUE,TRUE
E01002308,Havering 005C,Havering,children_and_adolescents,2.6345456443493,High-high mismatch cluster,2.51342557925841,0.0005,0.00447311827956989,High-high mismatch cluster,TRUE,TRUE
E01002309,Havering 006A,Havering,children_and_adolescents,2.94247203936998,High-high mismatch cluster,2.50095830396844,0.0011,0.00778893617021277,High-high mismatch cluster,TRUE,TRUE
E01002310,Havering 006B,Havering,children_and_adolescents,1.04912554125836,High-high mismatch cluster,0.870902449551841,0.0001,0.00156,High-high mismatch cluster,TRUE,TRUE
E01002311,Havering 006C,Havering,children_and_adolescents,2.68615318587694,High-high mismatch cluster,1.64405525350684,0.0023,0.0129589164785553,High-high mismatch cluster,TRUE,TRUE
E01002312,Havering 001C,Havering,children_and_adolescents,2.02106500499101,High-high mismatch cluster,1.49845468673029,0.0013,0.00879349593495935,High-high mismatch cluster,TRUE,TRUE
E01002313,Havering 001D,Havering,children_and_adolescents,2.26518765939035,High-high mismatch cluster,1.91718990190903,0.0004,0.00385482625482626,High-high mismatch cluster,TRUE,TRUE
E01002314,Havering 004E,Havering,children_and_adolescents,2.28019854328097,High-high mismatch cluster,2.07842894389125,0.0001,0.00156,High-high mismatch cluster,TRUE,TRUE
E01002315,Havering 006D,Havering,children_and_adolescents,2.32563838751891,High-high mismatch cluster,2.38179629994247,0.0002,0.00242330097087379,High-high mismatch cluster,TRUE,TRUE
E01002316,Havering 004F,Havering,children_and_adolescents,2.95535494248063,High-high mismatch cluster,1.95677306208139,0.0009,0.00673583208395802,High-high mismatch cluster,TRUE,TRUE
E01002317,Havering 014C,Havering,children_and_adolescents,0.411272063249905,Not significant,0.125024421976828,0.0611,0.119847229862475,Not significant,FALSE,FALSE
E01002318,Havering 014D,Havering,children_and_adolescents,0.455258712377425,Not significant,0.0576829797956338,0.3358,0.384652042221202,Not significant,FALSE,FALSE
E01002319,Havering 016A,Havering,children_and_adolescents,0.245238069311181,Not significant,0.0959759377540941,0.0258,0.067010197710718,Not significant,FALSE,FALSE
E01002320,Havering 021A,Havering,children_and_adolescents,0.221337985662024,Not significant,0.0523887179697805,0.2595,0.321046840148699,Not significant,FALSE,FALSE
E01002321,Havering 021B,Havering,children_and_adolescents,1.22907513185313,Not significant,0.139927529164319,0.3015,0.356571428571429,Not significant,FALSE,FALSE
E01002322,Havering 021C,Havering,children_and_adolescents,1.19890373960724,Not significant,0.550471054767009,0.0413,0.0929110410094637,Not significant,FALSE,FALSE
E01002323,Havering 021D,Havering,children_and_adolescents,1.28243172351749,High-high mismatch cluster,0.693830564196429,0.0203,0.0571237880496054,Not significant,TRUE,FALSE
E01002324,Havering 021E,Havering,children_and_adolescents,0.593461350593813,Not significant,0.154601757432813,0.1243,0.194393984962406,Not significant,FALSE,FALSE
E01002325,Havering 011C,Havering,children_and_adolescents,2.00015258402498,High-high mismatch cluster,1.56148595854889,0.0002,0.00242330097087379,High-high mismatch cluster,TRUE,TRUE
E01002326,Havering 005D,Havering,children_and_adolescents,1.80127812276741,High-high mismatch cluster,1.00714130787056,0.0158,0.047918347509113,High-high mismatch cluster,TRUE,TRUE
E01002327,Havering 009A,Havering,children_and_adolescents,0.343851105408911,High-high mismatch cluster,0.210450898072489,0.0049,0.0213631441048035,High-high mismatch cluster,TRUE,TRUE
E01002328,Havering 009B,Havering,children_and_adolescents,2.13076283907295,Not significant,1.01915540460449,0.023,0.0623322475570033,Not significant,FALSE,FALSE
E01002329,Havering 011D,Havering,children_and_adolescents,1.56430084791889,High-high mismatch cluster,1.03811689310209,0.0041,0.0192180281690141,High-high mismatch cluster,TRUE,TRUE
E01002330,Havering 011E,Havering,children_and_adolescents,3.05246020659053,High-high mismatch cluster,1.74680571868129,0.0118,0.0391399335548173,High-high mismatch cluster,TRUE,TRUE
E01002331,Havering 005E,Havering,children_and_adolescents,2.56930458340692,High-high mismatch cluster,2.61268023363581,0.0001,0.00156,High-high mismatch cluster,TRUE,TRUE
E01002332,Havering 009C,Havering,children_and_adolescents,1.1888424346051,Not significant,0.465174864253509,0.0392,0.0896410444342648,Not significant,FALSE,FALSE
E01002333,Havering 008A,Havering,children_and_adolescents,-0.181858904563884,Not significant,-0.0829420396182584,0.043,0.0951489361702128,Not significant,FALSE,FALSE
E01002334,Havering 008B,Havering,children_and_adolescents,0.618173028948687,High-high mismatch cluster,0.251460351317676,0.0199,0.0562200339558574,Not significant,TRUE,FALSE
E01002335,Havering 009D,Havering,children_and_adolescents,1.76717082148243,Not significant,0.772369685046727,0.0698,0.130993082706767,Not significant,FALSE,FALSE
E01002336,Havering 008C,Havering,children_and_adolescents,0.85715327277795,Not significant,0.271474263087494,0.1001,0.168192258498822,Not significant,FALSE,FALSE
E01002337,Havering 012A,Havering,children_and_adolescents,0.616894368834107,High-high mismatch cluster,0.282977494912474,0.005,0.0216854908774978,High-high mismatch cluster,TRUE,TRUE
E01002338,Havering 009E,Havering,children_and_adolescents,1.30535583132381,Not significant,0.577459267876061,0.0333,0.080112578313253,Not significant,FALSE,FALSE
E01002339,Havering 008D,Havering,children_and_adolescents,1.26366172451692,Not significant,0.254031023953595,0.2688,0.329369072164949,Not significant,FALSE,FALSE
E01002340,Havering 009F,Havering,children_and_adolescents,1.03643655219658,Not significant,0.280137238835806,0.142,0.21251144397843,Not significant,FALSE,FALSE
E01002341,Havering 008E,Havering,children_and_adolescents,1.24126414984595,Not significant,0.404572457820087,0.1447,0.215303248882265,Not significant,FALSE,FALSE
E01002342,Havering 030A,Havering,children_and_adolescents,0.41773405478508,Not significant,0.162592160759779,0.0734,0.13565820066642,Not significant,FALSE,FALSE
E01002343,Havering 029A,Havering,children_and_adolescents,0.538600211102522,Not significant,0.178167226235765,0.0926,0.159289869055824,Not significant,FALSE,FALSE
E01002344,Havering 029B,Havering,children_and_adolescents,1.24462941084368,Not significant,0.370684167896399,0.0778,0.140971905626134,Not significant,FALSE,FALSE
E01002345,Havering 030B,Havering,children_and_adolescents,1.21856829149439,Not significant,0.405139170466046,0.1102,0.179425440313112,Not significant,FALSE,FALSE
E01002346,Havering 030C,Havering,children_and_adolescents,0.869728180333272,Not significant,0.342089369915784,0.0953,0.162146421267894,Not significant,FALSE,FALSE
E01002347,Havering 030D,Havering,children_and_adolescents,1.2928594327708,Not significant,0.411349360229352,0.1885,0.258230515916575,Not significant,FALSE,FALSE
E01002348,Havering 029C,Havering,children_and_adolescents,0.44837235989971,Not significant,0.0932183295253217,0.2652,0.3264,Not significant,FALSE,FALSE
E01002349,Havering 029D,Havering,children_and_adolescents,0.195681478921817,Not significant,0.0361646537547587,0.2349,0.299903017902813,Not significant,FALSE,FALSE
E01002350,Havering 016B,Havering,children_and_adolescents,1.58379242227486,Not significant,0.662022127878792,0.0411,0.0926280812641084,Not significant,FALSE,FALSE
E01002351,Havering 016C,Havering,children_and_adolescents,1.7307259079034,Not significant,0.782268012508773,0.0444,0.0972552874067574,Not significant,FALSE,FALSE
E01002352,Havering 016D,Havering,children_and_adolescents,1.7146710066736,Not significant,0.673278485570838,0.0696,0.130716027088036,Not significant,FALSE,FALSE
E01002353,Havering 013B,Havering,children_and_adolescents,-0.13801521626545,Not significant,-0.031286953366227,0.1553,0.225496684118674,Not significant,FALSE,FALSE
E01002354,Havering 012B,Havering,children_and_adolescents,0.0660788565959691,Not significant,0.0139162825464403,0.2293,0.295855673300594,Not significant,FALSE,FALSE
E01002355,Havering 014E,Havering,children_and_adolescents,1.24741180831953,Not significant,0.234827995938144,0.2883,0.344882242990654,Not significant,FALSE,FALSE
E01002356,Havering 013C,Havering,children_and_adolescents,1.14410901340671,High-high mismatch cluster,0.468521438001774,0.0197,0.0557812819058423,Not significant,TRUE,FALSE
E01002358,Havering 016E,Havering,children_and_adolescents,2.03931230118172,Not significant,0.797754125881761,0.0556,0.112098222940226,Not significant,FALSE,FALSE
E01002359,Havering 020A,Havering,children_and_adolescents,-1.17821757233898,Not significant,0.0370018638728352,0.4399,0.46056644295302,Not significant,FALSE,FALSE
E01002360,Havering 020B,Havering,children_and_adolescents,-0.196413746844855,Not significant,-0.0122347557817293,0.416,0.443449071108264,Not significant,FALSE,FALSE
E01002361,Havering 020C,Havering,children_and_adolescents,0.275948461308997,Not significant,0.0114935346721213,0.4431,0.462558594730238,Not significant,FALSE,FALSE
E01002362,Havering 022D,Havering,children_and_adolescents,-0.0119259311847014,Not significant,-0.000895300475723407,0.3974,0.431077966101695,Not significant,FALSE,FALSE
E01002363,Havering 020D,Havering,children_and_adolescents,1.02624378708433,Not significant,0.154003135980548,0.2735,0.332759444309042,Not significant,FALSE,FALSE
E01002364,Havering 023C,Havering,children_and_adolescents,0.250907797597726,Not significant,0.00642945792732239,0.4687,0.479555318712851,Not significant,FALSE,FALSE
E01002365,Havering 023D,Havering,children_and_adolescents,-0.410804081415449,Not significant,-0.0239192629761379,0.4319,0.454861772151899,Not significant,FALSE,FALSE
E01002366,Havering 023E,Havering,children_and_adolescents,0.780874066604768,Not significant,0.00137140156216661,0.488,0.491941841680129,Not significant,FALSE,FALSE
E01002367,Havering 020E,Havering,children_and_adolescents,-0.811379191947188,Not significant,-0.0860309442895439,0.3451,0.391531636363636,Not significant,FALSE,FALSE
E01002368,Havering 028A,Havering,children_and_adolescents,0.467006802465047,High-high mismatch cluster,0.346848503220692,0.0005,0.00447311827956989,High-high mismatch cluster,TRUE,TRUE
E01002369,Havering 028B,Havering,children_and_adolescents,1.73197881839118,Not significant,0.781138757132902,0.066,0.126186135580237,Not significant,FALSE,FALSE
E01002370,Havering 028C,Havering,children_and_adolescents,1.3391458404964,High-high mismatch cluster,0.634057048744349,0.0107,0.0364354706684857,High-high mismatch cluster,TRUE,TRUE
E01002371,Havering 028D,Havering,children_and_adolescents,1.26435123903569,Not significant,0.603069629198001,0.0345,0.0823250478011472,Not significant,FALSE,FALSE
E01002372,Havering 027C,Havering,children_and_adolescents,0.393495610866365,Not significant,0.0361422831383949,0.3748,0.415538290788013,Not significant,FALSE,FALSE
E01002373,Havering 027D,Havering,children_and_adolescents,0.68957521389354,Not significant,0.213037800972817,0.132,0.202130061349693,Not significant,FALSE,FALSE
E01002374,Havering 027E,Havering,children_and_adolescents,0.850743216249951,Not significant,0.215878704816191,0.1383,0.209210181818182,Not significant,FALSE,FALSE
E01002375,Havering 028E,Havering,children_and_adolescents,1.71453993602996,Not significant,0.640381495608794,0.0508,0.10584040066778,Not significant,FALSE,FALSE
E01002376,Havering 012C,Havering,children_and_adolescents,1.54977528211412,Not significant,0.7292764034878,0.0327,0.0789353965183753,Not significant,FALSE,FALSE
E01002377,Havering 010D,Havering,children_and_adolescents,0.619478479180147,High-high mismatch cluster,0.366461076560027,0.0005,0.00447311827956989,High-high mismatch cluster,TRUE,TRUE
