LSOA21CD,LSOA21NM,borough_name,london_ring,IMD_Decile,older_adults_pct,children_pct,family_walk_index,family_transit_index,working_walk_index,working_transit_index,older_walk_index,older_transit_index,children_walk_index,children_transit_index,children_pt15_index,caregiving_pt15_index,older_pt15_index
E01000367,Bexley 010A,Bexley,Outer London,3,11.5724381625442,25.9275618374558,17.3333333333333,45.6,18.2,38.1333333333333,11.2666666666667,34.8333333333333,17.3333333333333,45.6,17.3333333333333,18.2,11.2666666666667
E01000368,Bexley 010B,Bexley,Outer London,2,10.1907032181168,25.5065554231228,18,42.1333333333333,16.8,35.5,9.6,30.4333333333333,18,42.1333333333333,18,16.8,9.6
E01000369,Bexley 014C,Bexley,Outer London,6,20.8549971114962,18.94858463316,22.1333333333333,51.9333333333333,23.6,48.6,16.1333333333333,45.8333333333333,22.1333333333333,51.9333333333333,22.1333333333333,23.6,16.1333333333333
E01000370,Bexley 014D,Bexley,Outer London,7,23.8614496472098,16.6132135984606,35.6,64.8666666666667,29,55.2,30.0666666666667,60.8666666666667,35.6,64.8666666666667,36.1333333333333,30,30.7333333333333
E01000371,Bexley 014E,Bexley,Outer London,9,17.5600739371534,20.5175600739372,16,41.4,13.2,35.4,6.8,30.5,16,41.4,16,13.2,6.8
E01000372,Bexley 010C,Bexley,Outer London,3,14.3195266272189,22.8402366863905,8,38.8,10.6666666666667,32.3,9.6,29.6333333333333,8,38.8,8,10.6666666666667,9.6
E01000373,Bexley 008A,Bexley,Outer London,3,4.82654600301659,31.5987933634992,32.6666666666667,52.9333333333333,24.1333333333333,42.6,24.9333333333333,39.9666666666667,32.6666666666667,52.9333333333333,32.6666666666667,24.1333333333333,24.9333333333333
E01000374,Bexley 019A,Bexley,Outer London,2,10.6329113924051,25.5696202531646,26.6666666666667,50,21.6,39.0666666666667,14.1333333333333,35.8333333333333,26.6666666666667,50,26.6666666666667,21.6,14.1333333333333
E01000375,Bexley 019B,Bexley,Outer London,5,9.78823529411765,22.9176470588235,16.8,51.4,22,48.5,26.9333333333333,57.6666666666667,16.8,51.4,16.8,22,26.9333333333333
E01000376,Bexley 019C,Bexley,Outer London,6,14.1263940520446,20.4460966542751,10,36.6,7.6,28.7,3.6,24.5666666666667,10,36.6,10,7.6,3.6
E01000377,Bexley 019D,Bexley,Outer London,7,19.0088255261371,17.4473862864902,22,53.4,20.2666666666667,45,13.6,45.3,22,53.4,22,20.2666666666667,13.6
E01000379,Bexley 019F,Bexley,Outer London,5,14.8451198129749,19.6376388077148,23.8666666666667,53.9333333333333,31.9333333333333,52.9666666666667,38.4,63.3,23.8666666666667,53.9333333333333,23.8666666666667,31.9333333333333,38.4
E01000380,Bexley 010D,Bexley,Outer London,4,19.9194012665515,14.6229130685089,12,35.8666666666667,18,34.1666666666667,21.6,42.1666666666667,12,35.8666666666667,12,18,21.6
E01000381,Bexley 028A,Bexley,Outer London,3,16.8108776266996,21.0135970333745,9.33333333333333,31.8666666666667,16.8,33.1666666666667,13.0666666666667,35.9666666666667,9.33333333333333,31.8666666666667,9.33333333333333,16.8,13.0666666666667
E01000382,Bexley 027A,Bexley,Outer London,9,20.9554140127389,18.4713375796178,30.6666666666667,52.1333333333334,26.6,47.3666666666667,14.3333333333333,41.7666666666667,30.6666666666667,52.1333333333334,30.6666666666667,26.6,14.3333333333333
E01000383,Bexley 028B,Bexley,Outer London,5,23.4777150031387,18.3929692404269,0,0,0,0,0,0,0,0,0,0,0
E01000384,Bexley 027B,Bexley,Outer London,7,18.0813953488372,18.546511627907,46,71,40,62.3,39.6666666666667,66.8333333333333,46,71,47.6,43,41.6666666666667
E01000385,Bexley 028C,Bexley,Outer London,3,12.2571001494768,25.909317389138,11.0666666666667,44.0666666666667,16.2,43.2333333333333,14.3333333333333,43.1333333333333,11.0666666666667,44.0666666666667,11.0666666666667,16.2,14.3333333333333
E01000386,Bexley 028D,Bexley,Outer London,2,17.1001300390117,20.0260078023407,52.1333333333334,72.8666666666667,48.4666666666667,64.4333333333333,46.2666666666667,68.6333333333333,52.1333333333334,72.8666666666667,52.1333333333334,48.4666666666667,46.2666666666667
E01000387,Bexley 027C,Bexley,Outer London,7,21.9151670951157,17.6735218508997,12.6666666666667,44.4666666666667,17.6,43.4,12.5333333333333,41.9333333333333,12.6666666666667,44.4666666666667,12.6666666666667,17.6,12.5333333333333
E01000388,Bexley 016A,Bexley,Outer London,8,24.6031746031746,18.5185185185185,34.9333333333333,59.8,22.8,47.1333333333333,18.0666666666667,46.6,34.9333333333333,59.8,34.9333333333333,22.8,18.0666666666667
E01000389,Bexley 020E,Bexley,Outer London,8,21.1764705882353,18.4705882352941,24.2666666666667,53.9333333333333,26.6,49.3,22.5333333333333,48.5666666666667,24.2666666666667,53.9333333333333,24.2666666666667,26.6,22.5333333333333
E01000390,Bexley 020F,Bexley,Outer London,8,20.120572720422,19.517709118312,11.3333333333333,44.8,18.5333333333333,40.5333333333333,15.0666666666667,40.0333333333333,11.3333333333333,44.8,11.3333333333333,18.5333333333333,15.0666666666667
E01000391,Bexley 021E,Bexley,Outer London,7,14.9057681324957,21.6447744146202,19.3333333333333,48.3333333333333,11.3333333333333,36.7333333333333,11.0666666666667,36.5,19.3333333333333,48.3333333333333,19.3333333333333,11.3333333333333,11.0666666666667
E01000392,Bexley 016B,Bexley,Outer London,4,10.0051046452272,23.7366003062787,35.8666666666667,64.4,37.1333333333333,58.4333333333333,22.5333333333333,56.7666666666667,35.8666666666667,64.4,37.2,38.7333333333333,25.4666666666667
E01000393,Bexley 020G,Bexley,Outer London,8,14.9086623453153,21.2139068945197,33.3333333333333,62.0666666666667,26.2,53.1,12.8666666666667,50.4666666666667,33.3333333333333,62.0666666666667,37.7333333333333,32.2,21.5333333333333
E01000394,Bexley 015E,Bexley,Outer London,8,22.2972972972973,17.8132678132678,38.5333333333333,65.4,37.8,58.1,29.1333333333333,57.7666666666667,38.5333333333333,65.4,41.2,38.8666666666667,31.2666666666667
E01000395,Bexley 018B,Bexley,Outer London,10,18.6274509803922,18.0392156862745,37.6,62.7333333333333,29.0666666666667,50.7333333333333,24.9333333333333,52.1666666666667,37.6,62.7333333333333,37.6,29.0666666666667,24.9333333333333
E01000396,Bexley 018C,Bexley,Outer London,9,17.6875430144529,20.0963523743978,16.1333333333333,45.9333333333333,20.8,40.5333333333333,18.2666666666667,40.8666666666667,16.1333333333333,45.9333333333333,16.1333333333333,20.8,18.2666666666667
E01000398,Bexley 029A,Bexley,Outer London,5,18.2674199623352,18.330194601381,15.3333333333333,49.7333333333333,17.5333333333333,43.2333333333333,15.6666666666667,45.6,15.3333333333333,49.7333333333333,15.3333333333333,17.5333333333333,15.6666666666667
E01000399,Bexley 029B,Bexley,Outer London,8,21.5149586250796,17.7593889242521,33.4666666666667,59.7333333333333,26,48.8,38,59,33.4666666666667,59.7333333333333,33.4666666666667,26,38
E01000400,Bexley 029C,Bexley,Outer London,6,17.418944691672,17.8003814367451,36.6666666666667,60.9333333333333,28.9333333333333,48.6666666666667,27.2,51.6333333333333,36.6666666666667,60.9333333333333,36.6666666666667,28.9333333333333,27.2
E01000401,Bexley 013A,Bexley,Outer London,5,19.4383259911894,19.65859030837,20.2666666666667,49.2666666666667,21,45.3666666666667,12.5333333333333,42.1666666666667,20.2666666666667,49.2666666666667,20.2666666666667,21,12.5333333333333
E01000402,Bexley 005B,Bexley,Outer London,4,15.5333749220212,22.707423580786,21.3333333333333,45.9333333333333,16.4,37.2,17.4666666666667,33.4,21.3333333333333,45.9333333333333,21.3333333333333,16.4,17.4666666666667
E01000403,Bexley 004A,Bexley,Outer London,3,17.5956738768719,23.7104825291181,22.5333333333333,51.5333333333333,20.8666666666667,46.1666666666667,17.0666666666667,42.2,22.5333333333333,51.5333333333333,22.5333333333333,20.8666666666667,17.0666666666667
E01000404,Bexley 004B,Bexley,Outer London,3,4.66364011555922,30.2517540239373,35.4666666666667,57.8666666666667,38.2666666666667,54.9333333333333,37.3333333333333,55.2333333333333,35.4666666666667,57.8666666666667,35.4666666666667,38.2666666666667,37.3333333333333
E01000405,Bexley 004C,Bexley,Outer London,3,6.40862944162437,25.9517766497462,19.3333333333333,52.8,23.8,49.3333333333333,21.8666666666667,48.1333333333333,19.3333333333333,52.8,22.2666666666667,27.3333333333333,24.9333333333333
E01000406,Bexley 005C,Bexley,Outer London,4,7.97574626865672,25.4664179104478,36,50.6666666666667,27.2,39.1,22.4,31.0333333333333,36,50.6666666666667,36,27.2,22.4
E01000407,Bexley 005D,Bexley,Outer London,6,21.8298555377207,18.7800963081862,21.8666666666667,50.9333333333333,24.8,49.7333333333333,18.9333333333333,45.8,21.8666666666667,50.9333333333333,21.8666666666667,24.8,18.9333333333333
E01000408,Bexley 004D,Bexley,Outer London,4,9.64467005076142,24.4218838127468,10.5333333333333,47.6666666666667,19,46.4333333333333,14.6666666666667,48.2666666666667,10.5333333333333,47.6666666666667,14.8,23.0666666666667,18.8
E01000409,Bexley 016C,Bexley,Outer London,9,17.0017231476163,20.964962665135,20.4,53.8666666666667,23.6666666666667,49.1666666666667,21.1333333333333,51.0666666666667,20.4,53.8666666666667,20.4,23.6666666666667,21.1333333333333
E01000410,Bexley 018D,Bexley,Outer London,9,14.7590361445783,21.9879518072289,41.6,63.0666666666667,43.4,58.0333333333333,48.2666666666667,62.2333333333333,41.6,63.0666666666667,41.6,43.4,48.2666666666667
E01000411,Bexley 016D,Bexley,Outer London,8,17.68251841929,18.4862692565305,22.6666666666667,47.0666666666667,26.6,46.4666666666667,30.8,53.6,22.6666666666667,47.0666666666667,22.6666666666667,26.6,30.8
E01000412,Bexley 018E,Bexley,Outer London,9,12.9105322763307,21.687429218573,18.6666666666667,52.6,20.6,46.6666666666667,13.1333333333333,45.7333333333333,18.6666666666667,52.6,20,21.1333333333333,14.2
E01000413,Bexley 018F,Bexley,Outer London,8,16.9139465875371,18.5459940652819,25.6,58.3333333333333,29.6,54.1,38.2666666666667,64.2,25.6,58.3333333333333,25.6,29.6,38.2666666666667
E01000414,Bexley 016E,Bexley,Outer London,7,16.4029535864979,18.8291139240506,26.2666666666667,59.1333333333333,29.4,54.1666666666667,17.9333333333333,53.6666666666667,26.2666666666667,59.1333333333333,27.2,30.0666666666667,19.5333333333333
E01000415,Bexley 016F,Bexley,Outer London,9,20.5320600272851,15.9618008185539,27.8666666666667,59.9333333333333,32.1333333333333,55.0666666666667,37.8666666666667,63.4333333333333,27.8666666666667,59.9333333333333,27.8666666666667,32.1333333333333,37.8666666666667
E01000416,Bexley 002A,Bexley,Outer London,4,13.3742331288344,20.0613496932515,42.1333333333333,67.0666666666667,37.8666666666667,57.9333333333333,38,63.5,42.1333333333333,67.0666666666667,42.1333333333333,37.8666666666667,38
E01000417,Bexley 006B,Bexley,Outer London,5,16.8868466398622,20.1033888569788,14,49.2,14,42.6666666666667,14.8,45.6333333333333,14,49.2,14,14,14.8
E01000418,Bexley 002B,Bexley,Outer London,5,12.3780174627632,21.6743708269132,21.3333333333333,53.0666666666667,18.9333333333333,45.8,22.9333333333333,51.5333333333333,21.3333333333333,53.0666666666667,21.3333333333333,18.9333333333333,22.9333333333333
E01000419,Bexley 006C,Bexley,Outer London,8,25.0670241286863,17.426273458445,10,41.1333333333333,12.4,35.7,11.6,34.9333333333333,10,41.1333333333333,10,12.4,11.6
E01000420,Bexley 006D,Bexley,Outer London,8,20.4336399474376,18.5939553219448,23.8666666666667,46.9333333333333,24,45.1333333333333,16.2,37.7,23.8666666666667,46.9333333333333,23.8666666666667,24,16.2
E01000421,Bexley 009D,Bexley,Outer London,9,26.9736842105263,15.5263157894737,23.3333333333333,50.3333333333333,23.8,46.4,14.4666666666667,40.8666666666667,23.3333333333333,50.3333333333333,23.3333333333333,23.8,14.4666666666667
E01000422,Bexley 002C,Bexley,Outer London,2,6.20328849028401,26.6816143497758,48.6666666666667,70.3333333333334,41.3333333333333,59.6666666666667,36.1333333333333,62.5666666666667,48.6666666666667,70.3333333333334,48.6666666666667,41.3333333333333,36.1333333333333
E01000423,Bexley 025C,Bexley,Outer London,10,20.9838107098381,19.1780821917808,32.5333333333333,55.7333333333333,28.0666666666667,51.2666666666667,24.2,50.1666666666667,32.5333333333333,55.7333333333333,34.1333333333333,31.0666666666667,26.2
E01000424,Bexley 026A,Bexley,Outer London,9,22.3958333333333,13.0208333333333,27.8666666666667,54.4666666666667,25.0666666666667,49.7333333333333,28.6666666666667,54.7,27.8666666666667,54.4666666666667,27.8666666666667,25.0666666666667,28.6666666666667
E01000425,Bexley 025D,Bexley,Outer London,9,25.1666666666667,18.9444444444444,14,39.4666666666667,14.8,37.6333333333333,9.2,34.5666666666667,14,39.4666666666667,14,14.8,9.2
E01000426,Bexley 026B,Bexley,Outer London,8,15.1913875598086,18.4808612440191,22,53,21.4,49.6666666666667,12.6,48.9333333333333,22,53,24.4,23.7333333333333,16.4666666666667
E01000427,Bexley 026C,Bexley,Outer London,7,23.6698160119344,17.503729487817,10,46.2,15.4,45.5333333333333,11.4,46.7,10,46.2,10.6666666666667,16.2,12.8666666666667
E01000428,Bexley 027D,Bexley,Outer London,4,21.3123359580052,17.6377952755906,27.6,54.4666666666667,27.7333333333333,52.9333333333333,22.8,52.5333333333333,27.6,54.4666666666667,27.6,27.7333333333333,22.8
E01000429,Bexley 008B,Bexley,Outer London,2,6.21301775147929,27.5147928994083,15.8666666666667,35.9333333333333,23.2,36.6,19.3333333333333,30.5666666666667,15.8666666666667,35.9333333333333,15.8666666666667,23.2,19.3333333333333
E01000430,Bexley 008C,Bexley,Outer London,6,7.89858605558264,25.694783032667,0.666666666666667,5.33333333333333,1.2,9.6,0.933333333333333,7.46666666666667,0.666666666666667,5.33333333333333,0.666666666666667,1.2,0.933333333333333
E01000431,Bexley 008D,Bexley,Outer London,2,10.5175292153589,23.873121869783,17.2,39.2666666666667,14.2,34.6,16.8,33.0666666666667,17.2,39.2666666666667,17.2,14.2,16.8
E01000433,Bexley 008F,Bexley,Outer London,2,9.09555442003066,26.673479816045,31.3333333333333,53.7333333333333,27.6666666666667,45,21,42.2666666666667,31.3333333333333,53.7333333333333,31.3333333333333,27.6666666666667,21
E01000434,Bexley 008G,Bexley,Outer London,2,10.1003764115433,23.3375156838143,0,0,0,0,0,0,0,0,0,0,0
E01000435,Bexley 010E,Bexley,Outer London,3,13.8255033557047,23.1543624161074,27.3333333333333,52.4,28.4666666666667,45.5666666666667,29,47.5333333333333,27.3333333333333,52.4,27.3333333333333,28.4666666666667,29
E01000436,Bexley 011E,Bexley,Outer London,10,21.4772727272727,20.4545454545455,32.9333333333333,58,43.8,58.2333333333333,42.1333333333333,57.6,32.9333333333333,58,32.9333333333333,43.8,42.1333333333333
E01000437,Bexley 007A,Bexley,Outer London,7,16.0233066278223,19.1551347414421,27.3333333333333,50,20.1333333333333,40.1666666666667,19.8666666666667,37.2,27.3333333333333,50,27.3333333333333,20.1333333333333,19.8666666666667
E01000438,Bexley 007B,Bexley,Outer London,7,13.6175251628182,24.4523386619301,43.0666666666667,64.4,35.9333333333333,56.3,29.0666666666667,52.7333333333333,43.0666666666667,64.4,43.0666666666667,35.9333333333333,29.0666666666667
E01000439,Bexley 007C,Bexley,Outer London,4,13.4926212227688,23.1201686577653,38.4,61,44,60.2,37.3333333333333,56.8666666666667,38.4,61,38.4,44,37.3333333333333
E01000440,Bexley 007D,Bexley,Outer London,9,23.7202595529921,15.0684931506849,28.9333333333333,56.4666666666667,25.7333333333333,49.5333333333333,17.6666666666667,46.1666666666667,28.9333333333333,56.4666666666667,28.9333333333333,25.7333333333333,17.6666666666667
E01000441,Bexley 007E,Bexley,Outer London,3,10.6866002214839,26.1351052048726,44.5333333333333,67.6666666666667,35.8666666666667,57.1333333333334,36.5333333333333,61.3666666666667,44.5333333333333,67.6666666666667,44.5333333333333,35.8666666666667,36.5333333333333
E01000442,Bexley 006E,Bexley,Outer London,7,18.8207266229899,18.5229303156641,22.8,52.4666666666667,29.2,51.3333333333333,23.3333333333333,48.4333333333333,22.8,52.4666666666667,22.8,29.2,23.3333333333333
E01000443,Bexley 024B,Bexley,Outer London,5,15.8527422990233,21.0368144252442,29.0666666666667,58,28.1333333333333,48.2666666666667,35.8666666666667,59.2666666666667,29.0666666666667,58,29.0666666666667,28.1333333333333,35.8666666666667
E01000444,Bexley 023B,Bexley,Outer London,9,24.9238269347959,16.7580743449116,8.66666666666667,41.6,15.6,40.3666666666667,12.1333333333333,45.2333333333333,8.66666666666667,41.6,10.6666666666667,18,16.5333333333333
E01000445,Bexley 024C,Bexley,Outer London,10,23.0492196878752,18.6074429771909,9.33333333333333,42.2,11.6,34.4,7.86666666666667,36.8333333333333,9.33333333333333,42.2,9.33333333333333,11.6,7.86666666666667
E01000446,Bexley 024D,Bexley,Outer London,9,15.6914893617021,18.8829787234043,38.8,61.6666666666667,28.9333333333333,46.4666666666667,32.1333333333333,55.9,38.8,61.6666666666667,38.8,28.9333333333333,32.1333333333333
E01000447,Bexley 023C,Bexley,Outer London,8,14.5408163265306,19.1326530612245,40.2666666666667,66.1333333333333,37.7333333333333,57.8666666666667,49.0666666666667,69.0333333333333,40.2666666666667,66.1333333333333,40.2666666666667,37.7333333333333,49.0666666666667
E01000448,Bexley 023D,Bexley,Outer London,10,23.6998514115899,17.0876671619614,22.8,54.9333333333333,18.6666666666667,43.9333333333333,15.6,48.9,22.8,54.9333333333333,22.8,18.6666666666667,15.6
E01000449,Bexley 023E,Bexley,Outer London,10,26.696542893726,16.8373879641485,45.6,66.9333333333333,36.1333333333333,53.5666666666667,47.4666666666667,65.9,45.6,66.9333333333333,45.6,36.1333333333333,47.4666666666667
E01000450,Bexley 009E,Bexley,Outer London,5,12.6666666666667,22.6111111111111,38,53.7333333333334,26.7333333333333,40.4,19,34.6666666666667,38,53.7333333333334,38,26.7333333333333,19
E01000451,Bexley 009F,Bexley,Outer London,9,16,18.8571428571429,30,52,24.2666666666667,43.7333333333333,14.4,35.3,30,52,30,24.2666666666667,14.4
E01000452,Bexley 009G,Bexley,Outer London,9,15.7635467980296,18.789584799437,34.9333333333333,54.1333333333333,29.3333333333333,45.8666666666667,21.8666666666667,38.3,34.9333333333333,54.1333333333333,34.9333333333333,29.3333333333333,21.8666666666667
E01000453,Bexley 013B,Bexley,Outer London,9,16.2947937795808,19.7430696416498,45.3333333333333,59.3333333333333,36.6,49.5,26.8666666666667,40.8,45.3333333333333,59.3333333333333,45.3333333333333,36.6,26.8666666666667
E01000454,Bexley 013C,Bexley,Outer London,5,15.8700980392157,18.8725490196078,17.8666666666667,49.0666666666667,19.9333333333333,43.9666666666667,13.7333333333333,40.5,17.8666666666667,49.0666666666667,17.8666666666667,19.9333333333333,13.7333333333333
E01000455,Bexley 013D,Bexley,Outer London,9,15.4403567447046,18.1159420289855,22.4,52.9333333333333,22.9333333333333,46.9333333333333,14.8,44.1,22.4,52.9333333333333,22.4,22.9333333333333,14.8
E01000456,Bexley 013E,Bexley,Outer London,9,16.3738580463809,20.449754040759,23.4666666666667,49.0666666666667,24.2,44.6333333333333,14.3333333333333,36.9333333333333,23.4666666666667,49.0666666666667,23.4666666666667,24.2,14.3333333333333
E01000457,Bexley 026D,Bexley,Outer London,7,16.8275862068966,15.816091954023,41.6,66,46.6,64.0333333333333,46.8666666666667,68.1333333333333,41.6,66,41.6,46.6,46.8666666666667
E01000458,Bexley 027E,Bexley,Outer London,10,27.8677900194426,15.6837329876863,39.2,63.2,26.7333333333333,47.8666666666667,29.2666666666667,56.1333333333333,39.2,63.2,39.2,26.7333333333333,29.2666666666667
E01000459,Bexley 027F,Bexley,Outer London,6,23.8502673796791,15.2406417112299,22.4,54.4,27.4666666666667,52.9333333333333,37.8666666666667,61.7333333333333,22.4,54.4,22.4,27.4666666666667,37.8666666666667
E01000460,Bexley 022E,Bexley,Outer London,10,21.7287866772403,18.2394924662966,42.6666666666667,65.2,27.7333333333333,48.8666666666667,27.3333333333333,55.5,42.6666666666667,65.2,42.6666666666667,27.7333333333333,27.3333333333333
E01000461,Bexley 024E,Bexley,Outer London,9,19.0243902439024,19.0853658536585,23.3333333333333,58.2666666666667,22.6,50.1333333333333,22.8666666666667,57.5333333333333,23.3333333333333,58.2666666666667,25.6,24.8666666666667,27.4
E01000462,Bexley 026E,Bexley,Outer London,6,19.6785192401364,14.4666341938626,39.4666666666667,66.2666666666667,35.5333333333333,57.3666666666667,41.8,66.0666666666667,39.4666666666667,66.2666666666667,39.4666666666667,35.5333333333333,41.8
E01000463,Bexley 025E,Bexley,Outer London,10,17.28,19.44,31.6,59.6,28.4,49.3,36.4,59.6333333333333,31.6,59.6,31.6,28.4,36.4
E01000464,Bexley 002D,Bexley,Outer London,4,11.6600790513834,21.7391304347826,48,70,36,57,32,60.5,48,70,48,36,32
E01000465,Bexley 002E,Bexley,Outer London,3,11.6706161137441,23.5781990521327,32.6666666666667,68.1333333333333,28.6666666666667,59.8333333333333,20.9333333333333,65.1,32.6666666666667,68.1333333333333,44.2666666666667,41.6666666666667,41.2
E01000466,Bexley 001A,Bexley,Outer London,4,9.91831971995333,24.3873978996499,0,6,0,2.4,0,4.8,0,6,0,0,0
E01000467,Bexley 001B,Bexley,Outer London,5,10.184633710542,25.0744490768314,38,64.3333333333333,28.5333333333333,53.1666666666667,27.2,54.2,38,64.3333333333333,42.1333333333333,33.5333333333333,30.0666666666667
E01000468,Bexley 001C,Bexley,Outer London,5,4.50665756230796,28.6445885967907,14.6666666666667,49.9333333333333,15.2,42.3666666666667,15.7333333333333,44.2,14.6666666666667,49.9333333333333,16.6666666666667,16.2,15.9333333333333
E01000469,Bexley 001D,Bexley,Outer London,5,8.1221198156682,25.5184331797235,28,54.2666666666667,17.6,41.3333333333333,19.2,43.6333333333333,28,54.2666666666667,28,17.6,19.2
E01000470,Bexley 002F,Bexley,Outer London,2,9.72434915773354,26.416539050536,32.2666666666667,62.1333333333333,25.6666666666667,51.8333333333333,31.3333333333333,60.1666666666667,32.2666666666667,62.1333333333333,32.2666666666667,25.6666666666667,31.3333333333333
E01000471,Brent 026A,Brent,Outer London,5,12.2306348281887,15.492137449039,20.8,55.7333333333333,19.2,54.1,23.6,55.5333333333334,20.8,55.7333333333333,20.8,19.2,23.6
E01000472,Brent 029A,Brent,Outer London,4,6.78036605657238,22.171381031614,20.5333333333333,58.4,26.6,60.5,31.6,63.4666666666667,20.5333333333333,58.4,20.5333333333333,26.6,31.6
E01000473,Brent 029B,Brent,Outer London,4,8.53974121996303,18.8909426987061,30.4,62.1333333333333,36.5333333333333,65.1333333333333,29.3333333333333,59.9666666666667,30.4,62.1333333333333,30.4,36.5333333333333,29.3333333333333
E01000474,Brent 026B,Brent,Outer London,4,10.0044072278537,17.9374173644777,19.7333333333333,53.7333333333333,28.6666666666667,58.8,18,49.1666666666667,19.7333333333333,53.7333333333333,19.7333333333333,28.6666666666667,18
E01000475,Brent 029C,Brent,Outer London,5,10.2069614299153,19.8024459078081,23.4666666666667,60,24.8,60.5333333333333,26.4,60.6,23.4666666666667,60,23.4666666666667,24.8,26.4
E01000476,Brent 026C,Brent,Outer London,5,14.3897996357013,16.8032786885246,41.2,66.2,32.4666666666667,61.8333333333333,26.2666666666667,56.3333333333333,41.2,66.2,41.2,32.4666666666667,26.2666666666667
E01000477,Brent 026D,Brent,Outer London,4,8.16154816996214,20.9928481278923,37.2,63.8,30.1333333333333,60.2333333333333,26.9333333333333,56.2666666666667,37.2,63.8,37.8666666666667,30.9333333333333,28.4
E01000478,Brent 029D,Brent,Outer London,4,11.0320284697509,20.0474495848161,18.5333333333333,55.2,24.6,58.0333333333334,21.8,54.7333333333333,18.5333333333333,55.2,18.5333333333333,24.6,21.8
E01000479,Brent 009A,Brent,Outer London,6,18.0990324416619,17.1883892999431,28.2666666666667,61.7333333333333,27.8666666666667,59.3333333333333,23.5333333333333,58.6666666666667,28.2666666666667,61.7333333333333,28.2666666666667,27.8666666666667,23.5333333333333
E01000480,Brent 006A,Brent,Outer London,7,15.6305506216696,16.7554766133807,17.8666666666667,54.0666666666667,17.7333333333333,53,9.46666666666667,48.3,17.8666666666667,54.0666666666667,17.8666666666667,17.7333333333333,9.46666666666667
E01000481,Brent 009B,Brent,Outer London,3,11.1721611721612,22.5274725274725,16,53.0666666666667,18.9333333333333,55.7333333333333,13.4666666666667,52.0666666666667,16,53.0666666666667,16,18.9333333333333,13.4666666666667
E01000483,Brent 009D,Brent,Outer London,2,9.60086299892125,23.0852211434736,37.2,63.3333333333334,25.8666666666667,55.1333333333333,22,53.2333333333333,37.2,63.3333333333334,37.8666666666667,26.6666666666667,23.4666666666667
E01000484,Brent 006B,Brent,Outer London,2,10.3116147308782,19.7733711048159,32,53.9333333333333,22.2666666666667,46.9,14.8,37.6666666666667,32,53.9333333333333,32,22.2666666666667,14.8
E01000485,Brent 006C,Brent,Outer London,3,22.6027397260274,17.1232876712329,24.2666666666667,58.1333333333333,25.2,60.4666666666667,24.2666666666667,55.5666666666667,24.2666666666667,58.1333333333333,25.4666666666667,28.1333333333333,26.5333333333333
E01000486,Brent 006D,Brent,Outer London,6,16.3337250293772,18.6251468860165,28,49.8,15.7333333333333,39.6666666666667,18.4,36.1,28,49.8,28,15.7333333333333,18.4
E01000487,Brent 006E,Brent,Outer London,6,17.4044265593561,18.3601609657948,11.7333333333333,41.3333333333333,18.1333333333333,46.2333333333333,17.0666666666667,43.3,11.7333333333333,41.3333333333333,11.7333333333333,18.1333333333333,17.0666666666667
E01000488,Brent 022A,Brent,Outer London,4,9.95145631067961,16.868932038835,47.2,70.4,36,62.4666666666667,40.2666666666667,66.1,47.2,70.4,47.2,36,40.2666666666667
E01000489,Brent 030A,Brent,Outer London,4,17.8343949044586,16.2709901563405,30,60.6,26.7333333333333,53.6,35.1333333333333,61.8,30,60.6,30,26.7333333333333,35.1333333333333
E01000490,Brent 023A,Brent,Outer London,4,7.67927724449464,14.5115753811406,40,68.4,39.8666666666667,67.5333333333333,37.2666666666667,66.6333333333333,40,68.4,40,39.8666666666667,37.2666666666667
E01000491,Brent 030B,Brent,Outer London,5,10.6589147286822,17.3934108527132,36,57,25.8,50.1333333333333,11.4,41.8,36,57,36,25.8,11.4
E01000492,Brent 030C,Brent,Outer London,7,16.2735849056604,19.1823899371069,40.2666666666667,67.0666666666667,32.2666666666667,60.5666666666667,40.9333333333333,66.5666666666667,40.2666666666667,67.0666666666667,40.2666666666667,32.2666666666667,40.9333333333333
E01000493,Brent 030D,Brent,Outer London,7,16.6144200626959,18.307210031348,45.4666666666667,70.0666666666667,33.2,62.0666666666667,39.6,66.4333333333333,45.4666666666667,70.0666666666667,45.4666666666667,33.2,39.6
E01000494,Brent 023B,Brent,Outer London,5,17.0357751277683,16.1839863713799,18.8,57.6,26.5333333333333,61.2,19.4,58.8,18.8,57.6,21.3333333333333,28.6666666666667,24.0666666666667
E01000495,Brent 023C,Brent,Outer London,3,14.2138364779874,13.8364779874214,24.6666666666667,57.4666666666667,23.6,57.7666666666667,13.7333333333333,53.3666666666667,24.6666666666667,57.4666666666667,27.4666666666667,26.8666666666667,18.9333333333333
E01000497,Brent 011A,Brent,Outer London,4,15.5963302752294,13.713182037663,31.4666666666667,61.5333333333333,27.8,55.5,17.9333333333333,52.6,31.4666666666667,61.5333333333333,31.4666666666667,27.8,17.9333333333333
E01000498,Brent 010B,Brent,Outer London,3,12.158956109134,25.1482799525504,8.66666666666667,43.5333333333333,15.6,45,12.1333333333333,41.9666666666667,8.66666666666667,43.5333333333333,8.66666666666667,15.6,12.1333333333333
E01000499,Brent 011B,Brent,Outer London,3,8.90880337374802,23.7743806009489,10.4,58.4666666666667,18.8,58.3666666666667,14.4,59.1333333333333,10.4,58.4666666666667,21.7333333333333,25.9333333333333,24.4666666666667
