LSOA21CD,LSOA21NM,borough_name,group,grid_mean_mismatch,grid_mean_lisa_cluster_analytical,grid_local_moran_i_permutation,grid_local_moran_p_permutation,grid_local_moran_q_bh,grid_mean_lisa_cluster_fdr
E01000103,Barking and Dagenham 014A,Barking and Dagenham,older_adults,0.432040169323027,Not significant,-0.0804420618743002,0.2139,0.295458992805755,Not significant
E01000104,Barking and Dagenham 014B,Barking and Dagenham,older_adults,0.0938784449357007,Not significant,0.0115147384745323,0.2925,0.361246907471549,Not significant
E01000105,Barking and Dagenham 014C,Barking and Dagenham,older_adults,-0.350492308905865,Not significant,0.0954727061036093,0.1185,0.197909668785547,Not significant
E01000106,Barking and Dagenham 014D,Barking and Dagenham,older_adults,-1.11281339828878,Not significant,0.0871003669265171,0.3969,0.436827501101807,Not significant
E01000107,Barking and Dagenham 010C,Barking and Dagenham,older_adults,2.58944445067985,Not significant,0.663024213499088,0.1663,0.251795450409463,Not significant
E01000108,Barking and Dagenham 010D,Barking and Dagenham,older_adults,-0.273736950186412,Not significant,-0.0260044324296195,0.3628,0.41198762511374,Not significant
E01000110,Barking and Dagenham 002C,Barking and Dagenham,older_adults,0.127080395164631,Not significant,0.0234587296068963,0.2599,0.333783856041131,Not significant
E01000111,Barking and Dagenham 002D,Barking and Dagenham,older_adults,0.311888202549825,Not significant,-0.0814197854263185,0.1717,0.257395315315315,Not significant
E01000112,Barking and Dagenham 002E,Barking and Dagenham,older_adults,-0.551712078950169,Not significant,0.0496857386350784,0.3263,0.385901350390903,Not significant
E01000113,Barking and Dagenham 002F,Barking and Dagenham,older_adults,-1.25860855363044,Not significant,0.14141096600711,0.3642,0.413295385314844,Not significant
E01000114,Barking and Dagenham 004E,Barking and Dagenham,older_adults,-2.04700888616011,Not significant,0.467234298510305,0.1589,0.243620638820639,Not significant
E01000115,Barnet 009A,Barnet,older_adults,2.09701539127417,High-high mismatch cluster,1.26013102896707,0.0092,0.0335229197080292,High-high mismatch cluster
E01000116,Barnet 009B,Barnet,older_adults,2.36837630280771,High-high mismatch cluster,1.6675510475246,0.005,0.0221669626998224,High-high mismatch cluster
E01000117,Barnet 010A,Barnet,older_adults,3.19900068692597,High-high mismatch cluster,2.28855601321614,0.0115,0.0390796460176991,High-high mismatch cluster
E01000118,Barnet 010B,Barnet,older_adults,1.98925779519349,High-high mismatch cluster,1.49968743101713,0.0013,0.00842805194805195,High-high mismatch cluster
E01000119,Barnet 009C,Barnet,older_adults,1.33152036165253,High-high mismatch cluster,0.657418786292973,0.027,0.0700904836193448,Not significant
E01000120,Barnet 009D,Barnet,older_adults,1.89761972640691,High-high mismatch cluster,1.25448556373154,0.0085,0.0317367240089753,High-high mismatch cluster
E01000121,Barnet 010C,Barnet,older_adults,1.1793983095072,High-high mismatch cluster,0.747043881181242,0.0064,0.0264258064516129,High-high mismatch cluster
E01000122,Barnet 009E,Barnet,older_adults,1.87911264819901,Not significant,0.974753157053367,0.0334,0.0812142230881637,Not significant
E01000123,Barnet 010D,Barnet,older_adults,1.32960396588075,Not significant,0.528012871101329,0.0429,0.0969913043478261,Not significant
E01000124,Barnet 010E,Barnet,older_adults,-1.32080180578094,Not significant,-0.148510298480156,0.3134,0.375718731988473,Not significant
E01000126,Barnet 026A,Barnet,older_adults,0.119302419562724,Not significant,-0.0141959180731229,0.3203,0.380971551107934,Not significant
E01000127,Barnet 024B,Barnet,older_adults,0.200871365055136,Not significant,0.0222131259059606,0.3385,0.39416655003499,Not significant
E01000128,Barnet 024C,Barnet,older_adults,0.39946936273799,Not significant,0.0623082178978948,0.3047,0.369728342245989,Not significant
E01000129,Barnet 024D,Barnet,older_adults,0.415462065331966,Not significant,0.0380600835580161,0.3174,0.378785751852737,Not significant
E01000130,Barnet 021A,Barnet,older_adults,0.617405233200221,Not significant,0.0804118128957811,0.2793,0.350494117647059,Not significant
E01000131,Barnet 024E,Barnet,older_adults,0.545845818857188,High-low spatial outlier,-0.241992659342408,0.0151,0.047112,High-low spatial outlier
E01000132,Barnet 021B,Barnet,older_adults,-0.167564677392103,Not significant,-0.0303735949854158,0.2347,0.313752340197914,Not significant
E01000133,Barnet 021C,Barnet,older_adults,0.76840420074241,Not significant,0.0298957221584205,0.4408,0.4632576,Not significant
